rowid,building,floor,height,rooms,square,price
2-11,2,4,32,2комн.,68.64,10695500
2-122,2,16,32,2комн.,63.24,9961100
2-126,2,16,32,1комн.,38.79,6569500
2-131,2,18,32,2комн.,63.24,9986900
2-134,2,18,32,1комн.,38.8,6587000
2-135,2,18,32,1комн.,38.79,6585300
2-140,2,19,32,2комн.,63.24,9986100
2-15,2,4,32,2комн.,64.5,9968300
2-161,2,21,32,1комн.,38.8,6592400
2-17,2,4,32,1комн.,38.8,6480800
2-170,2,22,32,1комн.,38.8,6594400
2-173,2,23,32,2комн.,68.64,11150600
2-174,2,23,32,2комн.,60.66,9777100
2-176,2,23,32,2комн.,63.24,10192900
2-177,2,23,32,2комн.,64.5,10396000
2-178,2,23,32,3комн.,86.25,13498800
2-179,2,23,32,1комн.,38.8,6713400
2-18,2,4,32,1комн.,38.79,6479200
2-180,2,23,32,1комн.,38.79,6711700
2-181,2,24,32,2комн.,58.34,9480300
2-182,2,24,32,2комн.,68.64,11285100
2-183,2,24,32,2комн.,60.66,9896000
2-185,2,24,32,2комн.,63.24,10316800
2-186,2,24,32,2комн.,64.5,10522400
2-187,2,24,32,3комн.,86.25,13667800
2-188,2,24,32,1комн.,38.8,6789500
2-189,2,24,32,1комн.,38.79,6787700
2-190,2,25,32,2комн.,58.34,9594700
2-191,2,25,32,2комн.,68.64,11419700
2-192,2,25,32,2комн.,60.66,10014800
2-193,2,25,32,1комн.,38.59,6852900
2-194,2,25,32,2комн.,63.24,10440800
2-195,2,25,32,2комн.,64.5,10648800
2-196,2,25,32,3комн.,86.25,13836900
2-197,2,25,32,1комн.,38.8,6865500
2-198,2,25,32,1комн.,38.79,6863700
2-199,2,26,32,2комн.,58.34,9746100
2-2,2,3,32,2комн.,68.64,10691100
2-20,2,5,32,2комн.,68.64,10695500
2-200,2,26,32,2комн.,68.64,11597900
2-201,2,26,32,2комн.,60.66,10172300
2-202,2,26,32,1комн.,38.59,6953100
2-203,2,26,32,2комн.,63.24,10605000
2-204,2,26,32,2комн.,64.5,10816300
2-205,2,26,32,3комн.,86.25,14060800
2-206,2,26,32,1комн.,38.8,6966200
2-207,2,26,32,1комн.,38.79,6964400
2-208,2,27,32,2комн.,58.34,9860500
2-209,2,27,32,2комн.,68.64,11732400
2-210,2,27,32,2комн.,60.66,10291200
2-211,2,27,32,1комн.,38.59,7028700
2-212,2,27,32,2комн.,63.24,10728900
2-213,2,27,32,2комн.,64.5,10942700
2-215,2,27,32,1комн.,38.8,7042300
2-216,2,27,32,1комн.,38.79,7040500
2-217,2,28,32,2комн.,58.34,9974800
2-218,2,28,32,2комн.,68.64,11866900
2-219,2,28,32,2комн.,60.66,10410100
2-220,2,28,32,1комн.,38.59,7104300
2-221,2,28,32,2комн.,63.24,10852800
2-222,2,28,32,2комн.,64.5,11069100
2-223,2,28,32,3комн.,86.25,14398800
2-224,2,28,32,1комн.,38.8,7118300
2-225,2,28,32,1комн.,38.79,7116500
2-226,2,29,32,2комн.,58.34,10089200
2-227,2,29,32,2комн.,68.64,12001400
2-228,2,29,32,2комн.,60.66,10529000
2-229,2,29,32,1комн.,38.59,7180000
2-230,2,29,32,2комн.,63.24,10976800
2-231,2,29,32,2комн.,64.5,11195500
2-232,2,29,32,3комн.,86.25,14567900
2-233,2,29,32,1комн.,38.8,7194400
2-234,2,29,32,1комн.,38.79,7192500
2-235,2,30,32,2комн.,58.34,10203500
2-236,2,30,32,2комн.,68.64,12136000
2-237,2,30,32,2комн.,60.66,10647900
2-238,2,30,32,1комн.,38.59,7255600
2-239,2,30,32,2комн.,63.24,11100700
2-240,2,30,32,2комн.,64.5,11321900
2-241,2,30,32,3комн.,86.25,14736900
2-242,2,30,32,1комн.,38.8,7270400
2-243,2,30,32,1комн.,38.79,7268500
2-244,2,31,32,2комн.,58.34,10317800
2-245,2,31,32,2комн.,68.64,12270500
2-246,2,31,32,2комн.,60.66,10766700
2-247,2,31,32,1комн.,38.59,7331200
2-248,2,31,32,2комн.,63.24,11224700
2-249,2,31,32,2комн.,64.5,11448300
2-250,2,31,32,3комн.,86.25,14906000
2-251,2,31,32,1комн.,38.8,7346400
2-252,2,31,32,1комн.,38.79,7344600
2-253,2,32,32,2комн.,58.34,10546500
2-254,2,32,32,2комн.,68.64,12539500
2-255,2,32,32,2комн.,60.66,11004500
2-256,2,32,32,1комн.,38.59,7482500
2-257,2,32,32,2комн.,63.24,11472500
2-258,2,32,32,2комн.,64.5,11701100
2-259,2,32,32,3комн.,86.25,15244000
2-260,2,32,32,1комн.,38.8,7498500
2-261,2,32,32,1комн.,38.79,7496600
2-29,2,6,32,2комн.,68.64,10695500
2-5,2,3,32,2комн.,63.24,9769600
2-8,2,3,32,1комн.,38.8,6478400
2-99,2,13,32,1комн.,38.79,6505300
