rowid,building,floor,height,rooms,square,price
5-83,5,12,23,1комн.,41.65,5977700
5-84,5,12,23,2комн.,60.22,8292400
5-85,5,12,23,2комн.,65.97,9125300
5-87,5,13,23,2комн.,65.07,9004900
5-88,5,13,23,1комн.,45.12,6478500
5-89,5,13,23,1комн.,40.46,5809400
5-9,5,3,23,1комн.,37.43,5301900
5-90,5,13,23,1комн.,40.46,5809400
5-91,5,13,23,1комн.,41.65,5980300
5-92,5,13,23,2комн.,60.22,8296100
5-93,5,13,23,2комн.,65.97,9129500
5-95,5,14,23,2комн.,65.07,9009000
5-96,5,14,23,1комн.,45.12,6481300
5-97,5,14,23,1комн.,40.46,5811900
5-98,5,14,23,1комн.,40.46,5811900
5-99,5,14,23,1комн.,41.65,5982900
