rowid,building,floor,height,rooms,square,price
5-1,5,3,23,2комн.,62.48,8486500
5-10,5,4,23,2комн.,62.48,8490400
5-101,5,14,23,2комн.,65.97,9133600
5-103,5,15,23,2комн.,65.07,9013000
5-104,5,15,23,1комн.,45.12,6484100
5-106,5,15,23,1комн.,40.46,5814500
5-108,5,15,23,2комн.,60.22,8303600
5-109,5,15,23,2комн.,65.97,9137700
5-11,5,4,23,2комн.,69.44,9739800
5-111,5,16,23,2комн.,65.07,9017100
5-112,5,16,23,1комн.,45.12,6487000
5-113,5,16,23,1комн.,40.46,5817000
5-114,5,16,23,1комн.,40.46,5817000
5-115,5,16,23,1комн.,41.65,5988100
5-116,5,16,23,2комн.,60.22,8307400
5-117,5,16,23,2комн.,65.97,9141800
5-118,5,16,23,1комн.,37.43,5404700
5-119,5,17,23,2комн.,65.07,9074000
5-120,5,17,23,1комн.,45.12,6526400
5-121,5,17,23,1комн.,40.46,5852400
5-122,5,17,23,1комн.,40.46,5852400
5-123,5,17,23,1комн.,41.65,6024500
5-124,5,17,23,2комн.,60.22,8360000
5-125,5,17,23,2комн.,65.97,9199500
5-126,5,17,23,1комн.,37.43,5437500
5-127,5,18,23,2комн.,65.07,9078100
5-128,5,18,23,1комн.,45.12,6529200
5-129,5,18,23,1комн.,40.46,5854900
5-13,5,4,23,1комн.,40.46,5708300
5-130,5,18,23,1комн.,40.46,5854900
5-131,5,18,23,1комн.,41.65,6027100
5-132,5,18,23,2комн.,60.22,8363800
5-133,5,18,23,2комн.,65.97,9203600
5-134,5,18,23,1комн.,37.43,5439800
5-135,5,19,23,2комн.,65.07,9082100
5-136,5,19,23,1комн.,45.12,6532000
5-137,5,19,23,1комн.,40.46,5857400
5-139,5,19,23,1комн.,41.65,6029700
5-14,5,4,23,1комн.,40.46,5708300
5-140,5,19,23,2комн.,60.22,8367600
5-141,5,19,23,2комн.,65.97,9207700
5-142,5,19,23,1комн.,37.43,5442100
5-143,5,20,23,2комн.,65.07,9086200
5-144,5,20,23,1комн.,45.12,6534900
5-145,5,20,23,1комн.,40.46,5859900
5-146,5,20,23,1комн.,40.46,5859900
5-147,5,20,23,1комн.,41.65,6032300
5-148,5,20,23,2комн.,60.22,8371300
5-149,5,20,23,2комн.,65.97,9211900
5-15,5,4,23,1комн.,41.65,5876200
5-151,5,21,23,2комн.,65.07,9090200
5-152,5,21,23,1комн.,45.12,6537700
5-153,5,21,23,1комн.,40.46,5862500
5-154,5,21,23,1комн.,40.46,5862500
5-155,5,21,23,1комн.,41.65,6034900
5-156,5,21,23,2комн.,60.22,8375100
5-157,5,21,23,2комн.,65.97,9216000
5-158,5,21,23,1комн.,37.43,5446800
5-159,5,22,23,2комн.,65.07,9155300
5-16,5,4,23,2комн.,60.22,8145700
5-160,5,22,23,1комн.,45.12,6582800
5-161,5,22,23,1комн.,40.46,5902900
5-162,5,22,23,1комн.,40.46,5902900
5-163,5,22,23,1комн.,41.65,6076500
5-165,5,22,23,2комн.,65.97,9281900
5-166,5,22,23,1комн.,37.43,5484200
5-167,5,23,23,2комн.,65.07,10475900
5-168,5,23,23,1комн.,45.12,7498500
5-169,5,23,23,1комн.,40.46,6724100
5-17,5,4,23,2комн.,65.97,8964700
5-170,5,23,23,1комн.,40.46,6724100
5-171,5,23,23,1комн.,41.65,6921800
5-172,5,23,23,2комн.,60.22,9657500
5-173,5,23,23,2комн.,65.97,10620800
5-174,5,23,23,1комн.,37.43,6243900
5-18,5,4,23,1комн.,37.43,5304200
5-19,5,5,23,2комн.,62.48,8494300
5-2,5,3,23,2комн.,69.44,9735400
5-20,5,5,23,2комн.,69.44,9744100
5-22,5,5,23,1комн.,40.46,5710900
5-24,5,5,23,1комн.,41.65,5878800
5-25,5,5,23,2комн.,60.22,8149500
5-26,5,5,23,2комн.,65.97,8968800
5-28,5,6,23,2комн.,62.48,8498200
5-29,5,6,23,2комн.,69.44,9748400
5-32,5,6,23,1комн.,40.46,5713400
5-35,5,6,23,2комн.,65.97,8972900
5-36,5,6,23,1комн.,37.43,5308900
5-37,5,7,23,2комн.,62.48,8502100
5-38,5,7,23,2комн.,69.44,9752800
5-4,5,3,23,1комн.,40.46,5705800
5-41,5,7,23,1комн.,40.46,5715900
5-44,5,7,23,2комн.,65.97,8977000
5-46,5,8,23,2комн.,62.48,8506000
5-5,5,3,23,1комн.,40.46,5705800
5-50,5,8,23,1комн.,40.46,5718400
5-55,5,9,23,2комн.,62.48,8509900
5-58,5,9,23,1комн.,40.46,5721000
5-6,5,3,23,1комн.,41.65,5873600
5-63,5,10,23,2комн.,62.48,8634800
5-69,5,10,23,2комн.,65.97,9117100
5-7,5,3,23,2комн.,60.22,8141900
5-70,5,10,23,1комн.,37.43,5390700
5-71,5,11,23,2комн.,65.07,8996800
5-73,5,11,23,1комн.,40.46,5804300
5-74,5,11,23,1комн.,40.46,5804300
5-77,5,11,23,2комн.,65.97,9121200
5-79,5,12,23,2комн.,65.07,9000800
5-8,5,3,23,2комн.,65.97,8960600
5-80,5,12,23,1комн.,45.12,6475700
5-81,5,12,23,1комн.,40.46,5806900
5-82,5,12,23,1комн.,40.46,5806900
