rowid,building,floor,height,rooms,square,price
3-160,3,24,32,2комн.,69.36,11112800
3-31,3,6,32,3комн.,88.11,13817400
5-9,5,3,23,1комн.,37.43,6199400
5-98,5,14,23,1комн.,40.46,6724600
