rowid,building,floor,height,rooms,square,price
1-10,1,4,32,2комн.,62.36,9624900
1-11,1,4,32,2комн.,62.65,9669700
1-117,1,23,32,1комн.,39.69,6933100
1-118,1,23,32,2комн.,62.36,10114600
1-12,1,4,32,3комн.,86.83,12996200
1-122,1,24,32,1комн.,40.03,7073500
1-123,1,24,32,1комн.,39.69,7013400
1-124,1,24,32,2комн.,62.36,10240700
1-125,1,24,32,1комн.,40.04,7075200
1-128,1,25,32,1комн.,40.03,7179900
1-129,1,25,32,1комн.,39.69,7119000
1-131,1,25,32,1комн.,40.04,7181700
1-132,1,25,32,4комн.,106.54,16875000
1-133,1,26,32,4комн.,101.67,16380500
1-134,1,26,32,1комн.,40.03,7289000
1-135,1,26,32,1комн.,39.69,7227000
1-136,1,26,32,2комн.,62.36,10576400
1-137,1,26,32,1комн.,40.04,7290800
1-138,1,26,32,4комн.,106.54,17165100
1-139,1,27,32,4комн.,101.67,16605700
1-14,1,5,32,2комн.,65.53,10114200
1-140,1,27,32,1комн.,40.03,7377600
1-141,1,27,32,1комн.,39.69,7314900
1-142,1,27,32,2комн.,62.36,10714500
1-143,1,27,32,1комн.,40.04,7379400
1-144,1,27,32,4комн.,106.54,17401100
1-145,1,28,32,4комн.,101.67,16804900
1-146,1,28,32,1комн.,40.03,7456000
1-147,1,28,32,1комн.,39.69,7392700
1-148,1,28,32,2комн.,62.36,10836700
1-149,1,28,32,1комн.,40.04,7457900
1-150,1,28,32,4комн.,106.54,17609900
1-151,1,29,32,4комн.,101.67,17004200
1-152,1,29,32,1комн.,40.03,7534500
1-153,1,29,32,1комн.,39.69,7470500
1-154,1,29,32,2комн.,62.36,10959000
1-155,1,29,32,1комн.,40.04,7536400
1-156,1,29,32,4комн.,106.54,17818700
1-157,1,30,32,4комн.,101.67,17203400
1-158,1,30,32,1комн.,40.03,7613000
1-159,1,30,32,1комн.,39.69,7548300
1-16,1,5,32,2комн.,62.36,9624900
1-160,1,30,32,2комн.,62.36,11081200
1-161,1,30,32,1комн.,40.04,7614900
1-162,1,30,32,4комн.,106.54,18027500
1-163,1,31,32,4комн.,101.67,17402700
1-164,1,31,32,1комн.,40.03,7691400
1-165,1,31,32,1комн.,39.69,7626100
1-166,1,31,32,2комн.,62.36,11203400
1-167,1,31,32,1комн.,40.04,7693300
1-168,1,31,32,4комн.,106.54,18236300
1-169,1,32,32,4комн.,101.67,17658900
1-17,1,5,32,2комн.,62.65,9669700
1-170,1,32,32,1комн.,40.03,7792300
1-171,1,32,32,1комн.,39.69,7726100
1-172,1,32,32,2комн.,62.36,11360500
1-173,1,32,32,1комн.,40.04,7794200
1-174,1,32,32,4комн.,106.54,18504700
1-18,1,5,32,3комн.,86.83,12996200
1-2,1,3,32,2комн.,65.53,10110000
1-20,1,6,32,2комн.,65.53,10114200
1-22,1,6,32,2комн.,62.36,9624900
1-23,1,6,32,2комн.,62.65,9669700
1-24,1,6,32,3комн.,86.83,12996200
1-26,1,7,32,2комн.,65.53,10114200
1-28,1,7,32,2комн.,62.36,9624900
1-29,1,7,32,2комн.,62.65,9669700
1-32,1,8,32,2комн.,65.53,10135000
1-34,1,8,32,2комн.,62.36,9644700
1-38,1,9,32,2комн.,65.53,10136700
1-4,1,3,32,2комн.,62.36,9620900
1-44,1,10,32,2комн.,65.53,10235100
1-5,1,3,32,2комн.,62.65,9665700
1-50,1,11,32,2комн.,65.53,10239300
1-53,1,11,32,2комн.,62.65,9789300
1-56,1,12,32,2комн.,65.53,10243400
1-58,1,12,32,2комн.,62.36,9747900
1-6,1,3,32,3комн.,86.83,12990600
1-62,1,13,32,2комн.,65.53,10248400
1-65,1,13,32,2комн.,62.65,9798000
1-66,1,13,32,3комн.,86.83,13229300
1-68,1,14,32,2комн.,65.53,10255100
1-70,1,14,32,2комн.,62.36,9759000
1-71,1,14,32,2комн.,62.65,9804400
1-74,1,15,32,2комн.,65.53,10261800
1-76,1,15,32,2комн.,62.36,9765400
1-8,1,4,32,2комн.,65.53,10114200
1-80,1,16,32,2комн.,65.53,10265900
1-83,1,16,32,2комн.,62.65,9814800
1-86,1,17,32,2комн.,65.53,10326000
1-88,1,17,32,2комн.,62.36,9826500
1-9,1,4,32,1комн.,39.69,6621400
1-94,1,19,32,2комн.,62.36,9845500
