rowid,building,floor,height,rooms,square,price
5-1,5,3,23,2комн.,62.48,8136900
5-10,5,4,23,2комн.,62.48,8140800
5-101,5,14,23,2комн.,65.97,8764400
5-103,5,15,23,2комн.,65.07,8648900
5-104,5,15,23,1комн.,45.12,6231700
5-106,5,15,23,1комн.,40.46,5588100
5-108,5,15,23,2комн.,60.22,7966700
5-109,5,15,23,2комн.,65.97,8768600
5-11,5,4,23,2комн.,69.44,9351200
5-111,5,16,23,2комн.,65.07,8653000
5-112,5,16,23,1комн.,45.12,6234500
5-113,5,16,23,1комн.,40.46,5590600
5-114,5,16,23,1комн.,40.46,5590600
5-115,5,16,23,1комн.,41.65,5755000
5-116,5,16,23,2комн.,60.22,7970400
5-117,5,16,23,2комн.,65.97,8772700
5-118,5,16,23,1комн.,37.43,5195300
5-119,5,17,23,2комн.,65.07,8709900
5-120,5,17,23,1комн.,45.12,6273900
5-121,5,17,23,1комн.,40.46,5626000
5-122,5,17,23,1комн.,40.46,5626000
5-123,5,17,23,1комн.,41.65,5791400
5-124,5,17,23,2комн.,60.22,8023100
5-125,5,17,23,2комн.,65.97,8830400
5-126,5,17,23,1комн.,37.43,5228000
5-127,5,18,23,2комн.,65.07,8714000
5-128,5,18,23,1комн.,45.12,6276800
5-129,5,18,23,1комн.,40.46,5628500
5-13,5,4,23,1комн.,40.46,5481900
5-130,5,18,23,1комн.,40.46,5628500
5-131,5,18,23,1комн.,41.65,5794000
5-132,5,18,23,2комн.,60.22,8026800
5-133,5,18,23,2комн.,65.97,8834500
5-134,5,18,23,1комн.,37.43,5230300
5-135,5,19,23,2комн.,65.07,8718000
5-136,5,19,23,1комн.,45.12,6279600
5-137,5,19,23,1комн.,40.46,5631000
5-139,5,19,23,1комн.,41.65,5796600
5-14,5,4,23,1комн.,40.46,5481900
5-140,5,19,23,2комн.,60.22,8030600
5-141,5,19,23,2комн.,65.97,8838600
5-142,5,19,23,1комн.,37.43,5232700
5-143,5,20,23,2комн.,65.07,8722100
5-144,5,20,23,1комн.,45.12,6282400
5-145,5,20,23,1комн.,40.46,5633500
5-146,5,20,23,1комн.,40.46,5633500
5-147,5,20,23,1комн.,41.65,5799200
5-148,5,20,23,2комн.,60.22,8034400
5-149,5,20,23,2комн.,65.97,8842700
5-15,5,4,23,1комн.,41.65,5643200
5-151,5,21,23,2комн.,65.07,8726100
5-152,5,21,23,1комн.,45.12,6285200
5-153,5,21,23,1комн.,40.46,5636100
5-154,5,21,23,1комн.,40.46,5636100
5-155,5,21,23,1комн.,41.65,5801800
5-156,5,21,23,2комн.,60.22,8038100
5-157,5,21,23,2комн.,65.97,8846800
5-158,5,21,23,1комн.,37.43,5237400
5-159,5,22,23,2комн.,65.07,8791200
5-16,5,4,23,2комн.,60.22,7808700
5-160,5,22,23,1комн.,45.12,6330300
5-161,5,22,23,1комн.,40.46,5676500
5-162,5,22,23,1комн.,40.46,5676500
5-163,5,22,23,1комн.,41.65,5843500
5-164,5,22,23,2комн.,60.22,8098300
5-165,5,22,23,2комн.,65.97,8912800
5-166,5,22,23,1комн.,37.43,5274800
5-167,5,23,23,2комн.,65.07,10111800
5-168,5,23,23,1комн.,45.12,7246000
5-169,5,23,23,1комн.,40.46,6497700
5-17,5,4,23,2комн.,65.97,8595500
5-170,5,23,23,1комн.,40.46,6497700
5-171,5,23,23,1комн.,41.65,6688800
5-172,5,23,23,2комн.,60.22,9320500
5-173,5,23,23,2комн.,65.97,10251700
5-174,5,23,23,1комн.,37.43,6034400
5-18,5,4,23,1комн.,37.43,5094800
5-19,5,5,23,2комн.,62.48,8144700
5-2,5,3,23,2комн.,69.44,9346900
5-20,5,5,23,2комн.,69.44,9355500
5-22,5,5,23,1комн.,40.46,5484500
5-24,5,5,23,1комн.,41.65,5645800
5-25,5,5,23,2комн.,60.22,7812500
5-26,5,5,23,2комн.,65.97,8599700
5-28,5,6,23,2комн.,62.48,8148600
