rowid,building,floor,height,rooms,square,price
4-1,4,3,23,2комн.,61.03,7948100
4-10,4,4,23,3комн.,88.21,11088900
4-100,4,15,23,1комн.,40.81,5636400
4-101,4,15,23,1комн.,40.66,5615700
4-104,4,15,23,2комн.,58.66,7796900
4-105,4,16,23,2комн.,61.03,8115800
4-107,4,16,23,1комн.,41.61,5749500
4-108,4,16,23,1комн.,40.81,5639000
4-111,4,16,23,3комн.,87.99,11297600
4-113,4,17,23,2комн.,64.08,8577400
4-114,4,17,23,1комн.,45.75,6361500
4-115,4,17,23,1комн.,40.81,5674600
4-116,4,17,23,1комн.,40.66,5653800
4-118,4,17,23,3комн.,87.99,11374500
4-119,4,17,23,2комн.,58.66,7851900
4-120,4,18,23,2комн.,64.08,8581400
4-122,4,18,23,1комн.,40.81,5677200
4-123,4,18,23,1комн.,40.66,5656300
4-124,4,18,23,2комн.,65.34,8750100
4-125,4,18,23,3комн.,87.99,11380000
4-126,4,18,23,2комн.,58.66,7855600
4-127,4,19,23,2комн.,64.08,8585400
4-128,4,19,23,1комн.,45.75,6367200
4-131,4,19,23,2комн.,65.34,8754200
4-132,4,19,23,3комн.,87.99,11385500
4-133,4,19,23,2комн.,58.66,7859200
4-134,4,20,23,2комн.,64.08,8589400
4-135,4,20,23,1комн.,45.75,6370100
4-136,4,20,23,1комн.,40.81,5682300
4-138,4,20,23,2комн.,65.34,8758300
4-139,4,20,23,3комн.,87.99,11391000
4-141,4,21,23,2комн.,64.08,8593400
4-142,4,21,23,1комн.,45.75,6373000
4-145,4,21,23,2комн.,65.34,8762400
4-146,4,21,23,3комн.,87.99,11396500
4-147,4,21,23,2комн.,58.66,7866500
4-148,4,22,23,2комн.,64.08,8657400
4-149,4,22,23,1комн.,45.75,6418700
4-15,4,4,23,3комн.,87.99,11061300
4-150,4,22,23,1комн.,40.81,5725600
4-151,4,22,23,1комн.,40.66,5704600
4-152,4,22,23,2комн.,65.34,8827600
4-153,4,22,23,3комн.,87.99,11484400
4-155,4,23,23,2комн.,64.08,10058000
4-156,4,23,23,1комн.,45.75,7418600
4-157,4,23,23,1комн.,40.81,6617600
4-158,4,23,23,1комн.,40.66,6593300
4-159,4,23,23,2комн.,65.34,10255800
4-16,4,4,23,2комн.,58.66,7643100
4-160,4,23,23,3комн.,87.99,13407600
4-161,4,23,23,2комн.,58.66,9207300
4-17,4,5,23,2комн.,61.03,7955700
4-18,4,5,23,3комн.,88.21,11094500
4-2,4,3,23,3комн.,88.21,11083400
4-20,4,5,23,1комн.,40.81,5531900
4-21,4,5,23,1комн.,40.66,5511600
4-23,4,5,23,3комн.,87.99,11066800
4-24,4,5,23,2комн.,58.66,7646700
4-25,4,6,23,2комн.,61.03,7959500
4-3,4,3,23,1комн.,41.61,5635200
4-32,4,6,23,2комн.,58.66,7650400
4-33,4,7,23,2комн.,61.03,7963300
4-4,4,3,23,1комн.,40.81,5526800
4-41,4,8,23,2комн.,61.03,7967100
4-47,4,8,23,3комн.,87.99,11083300
4-48,4,8,23,2комн.,58.66,7657700
4-49,4,9,23,2комн.,61.03,7970900
4-5,4,3,23,1комн.,40.66,5506500
4-50,4,9,23,3комн.,88.21,11116500
4-56,4,9,23,2комн.,58.66,7661400
4-57,4,10,23,2комн.,61.03,8092900
4-6,4,3,23,2комн.,65.34,8509400
4-63,4,10,23,3комн.,87.99,11264600
4-64,4,10,23,2комн.,58.66,7778600
4-65,4,11,23,2комн.,61.03,8096700
4-66,4,11,23,3комн.,88.21,11298300
4-69,4,11,23,1комн.,40.66,5605500
4-7,4,3,23,3комн.,87.99,11055800
4-71,4,11,23,3комн.,87.99,11270100
4-72,4,11,23,2комн.,58.66,7782300
4-73,4,12,23,2комн.,61.03,8100500
4-74,4,12,23,3комн.,88.21,11303800
4-76,4,12,23,1комн.,40.81,5628800
4-79,4,12,23,3комн.,87.99,11275600
4-8,4,3,23,2комн.,58.66,7639400
4-80,4,12,23,2комн.,58.66,7786000
4-81,4,13,23,2комн.,61.03,8104300
4-82,4,13,23,3комн.,88.21,11309300
4-83,4,13,23,1комн.,41.61,5741700
4-84,4,13,23,1комн.,40.81,5631300
4-85,4,13,23,1комн.,40.66,5610600
4-86,4,13,23,2комн.,65.34,8676700
4-87,4,13,23,3комн.,87.99,11281100
4-88,4,13,23,2комн.,58.66,7789600
4-89,4,14,23,2комн.,61.03,8108100
4-9,4,4,23,2комн.,61.03,7951900
4-90,4,14,23,3комн.,88.21,11314800
4-91,4,14,23,1комн.,41.61,5744300
4-92,4,14,23,1комн.,40.81,5633800
4-93,4,14,23,1комн.,40.66,5613100
4-95,4,14,23,3комн.,87.99,11286600
4-96,4,14,23,2комн.,58.66,7793300
4-97,4,15,23,2комн.,61.03,8112000
4-98,4,15,23,3комн.,88.21,11320300
