rowid,building,floor,height,rooms,square,price
5-152,5,21,23,1комн.,45.12,6217600
5-153,5,21,23,1комн.,40.46,5575500
5-154,5,21,23,1комн.,40.46,5575500
5-155,5,21,23,1комн.,41.65,5739400
5-156,5,21,23,2комн.,60.22,7951700
5-157,5,21,23,2комн.,65.97,8751700
5-158,5,21,23,1комн.,37.43,5181000
5-159,5,22,23,2комн.,65.07,8696600
5-16,5,4,23,2комн.,60.22,7724800
5-160,5,22,23,1комн.,45.12,6262200
5-161,5,22,23,1комн.,40.46,5615500
5-162,5,22,23,1комн.,40.46,5615500
5-163,5,22,23,1комн.,41.65,5780600
5-164,5,22,23,2комн.,60.22,8011200
5-165,5,22,23,2комн.,65.97,8816900
5-166,5,22,23,1комн.,37.43,5218000
5-167,5,23,23,2комн.,65.07,10003100
5-168,5,23,23,1комн.,45.12,7168100
5-169,5,23,23,1комн.,40.46,6427800
5-17,5,4,23,2комн.,65.97,8503100
5-170,5,23,23,1комн.,40.46,6427800
5-171,5,23,23,1комн.,41.65,6616900
5-172,5,23,23,2комн.,60.22,9220300
5-173,5,23,23,2комн.,65.97,10141500
5-174,5,23,23,1комн.,37.43,5969600
5-18,5,4,23,1комн.,37.43,5040000
5-19,5,5,23,2комн.,62.48,8057100
5-2,5,3,23,2комн.,69.44,9246400
5-20,5,5,23,2комн.,69.44,9255000
5-22,5,5,23,1комн.,40.46,5425500
5-24,5,5,23,1комн.,41.65,5585100
5-25,5,5,23,2комн.,60.22,7728500
5-26,5,5,23,2комн.,65.97,8507200
5-28,5,6,23,2комн.,62.48,8061000
5-29,5,6,23,2комн.,69.44,9259200
5-3,5,3,23,2комн.,61.15,7840300
5-32,5,6,23,1комн.,40.46,5428000
5-35,5,6,23,2комн.,65.97,8511300
5-36,5,6,23,1комн.,37.43,5044600
5-37,5,7,23,2комн.,62.48,8064800
5-38,5,7,23,2комн.,69.44,9263500
5-4,5,3,23,1комн.,40.46,5420500
5-41,5,7,23,1комн.,40.46,5430500
5-44,5,7,23,2комн.,65.97,8515300
5-46,5,8,23,2комн.,62.48,8068700
5-5,5,3,23,1комн.,40.46,5420500
5-50,5,8,23,1комн.,40.46,5433000
5-53,5,8,23,2комн.,65.97,8519400
5-54,5,8,23,1комн.,37.43,5049200
5-55,5,9,23,2комн.,62.48,8072600
5-58,5,9,23,1комн.,40.46,5435500
5-6,5,3,23,1комн.,41.65,5579900
5-63,5,10,23,2комн.,62.48,8196100
5-69,5,10,23,2комн.,65.97,8653900
5-7,5,3,23,2комн.,60.22,7721000
5-71,5,11,23,2комн.,65.07,8539900
5-73,5,11,23,1комн.,40.46,5518000
5-74,5,11,23,1комн.,40.46,5518000
5-75,5,11,23,1комн.,41.65,5680300
5-76,5,11,23,2комн.,60.22,7866100
5-77,5,11,23,2комн.,65.97,8658000
5-78,5,11,23,1комн.,37.43,5127900
5-79,5,12,23,2комн.,65.07,8543900
5-8,5,3,23,2комн.,65.97,8499000
5-80,5,12,23,1комн.,45.12,6156300
5-81,5,12,23,1комн.,40.46,5520500
5-82,5,12,23,1комн.,40.46,5520500
5-83,5,12,23,1комн.,41.65,5682800
5-84,5,12,23,2комн.,60.22,7869900
5-85,5,12,23,2комн.,65.97,8662000
5-87,5,13,23,2комн.,65.07,8547900
5-88,5,13,23,1комн.,45.12,6159100
5-89,5,13,23,1комн.,40.46,5523000
5-9,5,3,23,1комн.,37.43,5037700
5-90,5,13,23,1комн.,40.46,5523000
5-91,5,13,23,1комн.,41.65,5685400
5-92,5,13,23,2комн.,60.22,7873600
5-93,5,13,23,2комн.,65.97,8666100
5-94,5,13,23,1комн.,37.43,5132500
5-95,5,14,23,2комн.,65.07,8551900
5-96,5,14,23,1комн.,45.12,6161900
5-97,5,14,23,1комн.,40.46,5525500
5-98,5,14,23,1комн.,40.46,5525500
5-99,5,14,23,1комн.,41.65,5688000
