rowid,building,floor,height,rooms,square,price
5-1,5,3,23,2комн.,62.48,8049400
5-10,5,4,23,2комн.,62.48,8053300
5-101,5,14,23,2комн.,65.97,8670200
5-103,5,15,23,2комн.,65.07,8555900
5-104,5,15,23,1комн.,45.12,6164700
5-106,5,15,23,1комн.,40.46,5528000
5-108,5,15,23,2комн.,60.22,7881000
5-109,5,15,23,2комн.,65.97,8674300
5-11,5,4,23,2комн.,69.44,9250700
5-110,5,15,23,1комн.,37.43,5137100
5-111,5,16,23,2комн.,65.07,8560000
5-112,5,16,23,1комн.,45.12,6167500
5-113,5,16,23,1комн.,40.46,5530500
5-114,5,16,23,1комн.,40.46,5530500
5-115,5,16,23,1комн.,41.65,5693100
5-116,5,16,23,2комн.,60.22,7884700
5-117,5,16,23,2комн.,65.97,8678400
5-118,5,16,23,1комн.,37.43,5139400
5-119,5,17,23,2комн.,65.07,8616200
5-12,5,4,23,2комн.,61.15,7844100
5-120,5,17,23,1комн.,45.12,6206500
5-121,5,17,23,1комн.,40.46,5565500
5-122,5,17,23,1комн.,40.46,5565500
5-123,5,17,23,1комн.,41.65,5729200
5-124,5,17,23,2комн.,60.22,7936800
5-125,5,17,23,2комн.,65.97,8735400
5-126,5,17,23,1комн.,37.43,5171800
5-127,5,18,23,2комн.,65.07,8620300
5-128,5,18,23,1комн.,45.12,6209300
5-129,5,18,23,1комн.,40.46,5568000
5-13,5,4,23,1комн.,40.46,5423000
5-130,5,18,23,1комн.,40.46,5568000
5-131,5,18,23,1комн.,41.65,5731700
5-132,5,18,23,2комн.,60.22,7940500
5-133,5,18,23,2комн.,65.97,8739500
5-134,5,18,23,1комн.,37.43,5174100
5-135,5,19,23,2комн.,65.07,8624300
5-136,5,19,23,1комн.,45.12,6212100
5-137,5,19,23,1комн.,40.46,5570500
5-138,5,19,23,1комн.,40.46,5570500
5-139,5,19,23,1комн.,41.65,5734300
5-14,5,4,23,1комн.,40.46,5423000
5-140,5,19,23,2комн.,60.22,7944300
5-141,5,19,23,2комн.,65.97,8743600
5-142,5,19,23,1комн.,37.43,5176400
5-143,5,20,23,2комн.,65.07,8628300
5-144,5,20,23,1комн.,45.12,6214800
5-145,5,20,23,1комн.,40.46,5573000
5-146,5,20,23,1комн.,40.46,5573000
5-147,5,20,23,1комн.,41.65,5736900
5-148,5,20,23,2комн.,60.22,7948000
5-149,5,20,23,2комн.,65.97,8747600
5-15,5,4,23,1комн.,41.65,5582500
5-150,5,20,23,1комн.,37.43,5178700
5-151,5,21,23,2комн.,65.07,8632300
