rowid,building,floor,height,rooms,square,price
5-1,5,3,23,2комн.,62.48,9676800
5-10,5,4,23,2комн.,62.48,9681600
5-101,5,14,23,2комн.,65.97,10297900
5-103,5,15,23,2комн.,65.07,10285800
5-105,5,15,23,1комн.,40.46,6823500
5-106,5,15,23,1комн.,40.46,6823500
5-109,5,15,23,2комн.,65.97,10302100
5-11,5,4,23,2комн.,69.44,11069400
5-111,5,16,23,2комн.,65.07,10291600
5-115,5,16,23,1комн.,41.65,7027900
5-117,5,16,23,2комн.,65.97,10308000
5-119,5,17,23,2комн.,65.07,10357000
5-120,5,17,23,1комн.,45.12,7744900
5-121,5,17,23,1комн.,40.46,6867800
5-122,5,17,23,1комн.,40.46,6867800
5-123,5,17,23,1комн.,41.65,7069800
5-125,5,17,23,2комн.,65.97,10416300
5-127,5,18,23,2комн.,65.07,10361200
5-128,5,18,23,1комн.,45.12,7747800
5-129,5,18,23,1комн.,40.46,6870400
5-13,5,4,23,1комн.,40.46,6774600
5-130,5,18,23,1комн.,40.46,6870400
5-133,5,18,23,2комн.,65.97,10420500
5-135,5,19,23,2комн.,65.07,10366100
5-136,5,19,23,1комн.,45.12,7751200
5-137,5,19,23,1комн.,40.46,6873500
5-139,5,19,23,1комн.,41.65,7075600
5-141,5,19,23,2комн.,65.97,10425600
5-143,5,20,23,2комн.,65.07,10375200
5-144,5,20,23,1комн.,45.12,7757600
5-145,5,20,23,1комн.,40.46,6879100
5-146,5,20,23,1комн.,40.46,6879100
5-147,5,20,23,1комн.,41.65,7081500
5-149,5,20,23,2комн.,65.97,10434800
5-15,5,4,23,1комн.,41.65,6973800
5-151,5,21,23,2комн.,65.07,10379400
5-152,5,21,23,1комн.,45.12,7760400
5-153,5,21,23,1комн.,40.46,6881700
5-154,5,21,23,1комн.,40.46,6881700
5-155,5,21,23,1комн.,41.65,7084100
5-157,5,21,23,2комн.,65.97,10439000
5-159,5,22,23,2комн.,65.07,10383500
5-160,5,22,23,1комн.,45.12,7763300
5-161,5,22,23,1комн.,40.46,6884300
5-162,5,22,23,1комн.,40.46,6884300
5-163,5,22,23,1комн.,41.65,7086800
5-165,5,22,23,2комн.,65.97,10443200
5-167,5,23,23,2комн.,65.07,10674200
5-168,5,23,23,1комн.,45.12,7964900
5-169,5,23,23,1комн.,40.46,7142200
5-17,5,4,23,2комн.,65.97,10222400
5-170,5,23,23,1комн.,40.46,7142200
5-171,5,23,23,1комн.,41.65,7352300
5-172,5,23,23,2комн.,60.22,9840300
5-173,5,23,23,2комн.,65.97,10821800
5-19,5,5,23,2комн.,62.48,9685600
5-2,5,3,23,2комн.,69.44,11064100
5-20,5,5,23,2комн.,69.44,11073800
5-26,5,5,23,2комн.,65.97,10226600
5-28,5,6,23,2комн.,62.48,9690300
5-29,5,6,23,2комн.,69.44,11079100
5-35,5,6,23,2комн.,65.97,10231600
5-38,5,7,23,2комн.,69.44,11083500
5-44,5,7,23,2комн.,65.97,10235800
5-46,5,8,23,2комн.,62.48,9698300
5-55,5,9,23,2комн.,62.48,9718200
5-6,5,3,23,1комн.,41.65,6970700
5-63,5,10,23,2комн.,62.48,9734100
5-69,5,10,23,2комн.,65.97,10235800
5-7,5,3,23,2комн.,60.22,9288500
5-71,5,11,23,2комн.,65.07,10269200
5-77,5,11,23,2комн.,65.97,10243400
5-79,5,12,23,2комн.,65.07,10273400
5-8,5,3,23,2комн.,65.97,10217300
5-80,5,12,23,1комн.,45.12,7686900
5-82,5,12,23,1комн.,40.46,6815800
5-83,5,12,23,1комн.,41.65,7016300
5-85,5,12,23,2комн.,65.97,10289500
5-87,5,13,23,2комн.,65.07,10277500
5-88,5,13,23,1комн.,45.12,7689800
5-89,5,13,23,1комн.,40.46,6818400
5-9,5,3,23,1комн.,37.43,6288200
5-90,5,13,23,1комн.,40.46,6818400
5-91,5,13,23,1комн.,41.65,7018900
5-93,5,13,23,2комн.,65.97,10293700
5-95,5,14,23,2комн.,65.07,10281700
5-96,5,14,23,1комн.,45.12,7692700
5-97,5,14,23,1комн.,40.46,6820900
5-98,5,14,23,1комн.,40.46,6820900
5-99,5,14,23,1комн.,41.65,7021600
