rowid,building,floor,height,rooms,square,price
3-41,3,8,32,2комн.,60.9,9107100
3-57,3,10,32,2комн.,60.9,9376100
3-7,3,3,32,3комн.,88.11,13800800
3-8,3,3,32,2комн.,58.58,8741100
3-81,3,13,32,2комн.,60.9,9392900
3-88,3,13,32,2комн.,58.58,9035100
3-9,3,4,32,2комн.,60.9,9091100
4-1,4,3,23,2комн.,61.03,9118900
4-10,4,4,23,3комн.,88.21,13798700
4-113,4,17,23,2комн.,64.08,10035300
4-120,4,18,23,2комн.,64.08,10040100
4-126,4,18,23,2комн.,58.66,9190900
4-127,4,19,23,2комн.,64.08,10045000
4-141,4,21,23,2комн.,64.08,10053000
4-145,4,21,23,2комн.,65.34,10250700
4-148,4,22,23,2комн.,64.08,10057000
4-155,4,23,23,2комн.,64.08,10463800
4-156,4,23,23,1комн.,45.75,8033800
4-157,4,23,23,1комн.,40.81,7166300
4-158,4,23,23,1комн.,40.66,7140000
4-159,4,23,23,2комн.,65.34,10669600
4-161,4,23,23,2комн.,58.66,9578800
4-17,4,5,23,2комн.,61.03,9127300
4-2,4,3,23,3комн.,88.21,13793200
4-23,4,5,23,3комн.,87.99,13770900
4-25,4,6,23,2комн.,61.03,9131200
4-32,4,6,23,2комн.,58.66,8776600
4-33,4,7,23,2комн.,61.03,9135000
4-4,4,3,23,1комн.,40.81,6722400
4-41,4,8,23,2комн.,61.03,9139600
4-49,4,9,23,2комн.,61.03,9141100
4-5,4,3,23,1комн.,40.66,6697700
4-65,4,11,23,2комн.,61.03,9468100
4-7,4,3,23,3комн.,87.99,13758800
4-73,4,12,23,2комн.,61.03,9472700
4-8,4,3,23,2комн.,58.66,8764800
4-81,4,13,23,2комн.,61.03,9477300
4-9,4,4,23,2комн.,61.03,9122700
4-97,4,15,23,2комн.,61.03,9484900
5-1,5,3,23,2комн.,62.48,9351200
5-10,5,4,23,2комн.,62.48,9355900
5-101,5,14,23,2комн.,65.97,10152500
5-103,5,15,23,2комн.,65.07,10140600
5-107,5,15,23,1комн.,41.65,6925000
5-109,5,15,23,2комн.,65.97,10156700
5-11,5,4,23,2комн.,69.44,10703100
5-111,5,16,23,2комн.,65.07,10146300
5-117,5,16,23,2комн.,65.97,10162500
5-119,5,17,23,2комн.,65.07,10210800
5-120,5,17,23,1комн.,45.12,7635600
5-122,5,17,23,1комн.,40.46,6770800
5-123,5,17,23,1комн.,41.65,6970000
5-125,5,17,23,2комн.,65.97,10269200
5-127,5,18,23,2комн.,65.07,10214800
5-128,5,18,23,1комн.,45.12,7638400
5-130,5,18,23,1комн.,40.46,6773300
5-133,5,18,23,2комн.,65.97,10273400
5-135,5,19,23,2комн.,65.07,10219700
5-136,5,19,23,1комн.,45.12,7641800
5-139,5,19,23,1комн.,41.65,6975700
5-141,5,19,23,2комн.,65.97,10278300
5-143,5,20,23,2комн.,65.07,10228700
5-144,5,20,23,1комн.,45.12,7648000
5-146,5,20,23,1комн.,40.46,6782000
5-147,5,20,23,1комн.,41.65,6981500
5-151,5,21,23,2комн.,65.07,10232800
5-152,5,21,23,1комн.,45.12,7650800
5-154,5,21,23,1комн.,40.46,6784500
5-155,5,21,23,1комн.,41.65,6984100
5-157,5,21,23,2комн.,65.97,10291600
5-159,5,22,23,2комн.,65.07,10236900
5-160,5,22,23,1комн.,45.12,7653700
5-162,5,22,23,1комн.,40.46,6787100
5-163,5,22,23,1комн.,41.65,6986700
5-165,5,22,23,2комн.,65.97,10295700
5-167,5,23,23,2комн.,65.07,10523400
5-169,5,23,23,1комн.,40.46,7041400
5-17,5,4,23,2комн.,65.97,9878500
5-170,5,23,23,1комн.,40.46,7041400
5-171,5,23,23,1комн.,41.65,7248500
5-173,5,23,23,2комн.,65.97,10669000
5-19,5,5,23,2комн.,62.48,9359900
5-2,5,3,23,2комн.,69.44,10697900
5-20,5,5,23,2комн.,69.44,10707500
5-26,5,5,23,2комн.,65.97,9882700
5-28,5,6,23,2комн.,62.48,9364600
5-35,5,6,23,2комн.,65.97,9887700
5-4,5,3,23,1комн.,40.46,6675900
5-44,5,7,23,2комн.,65.97,9891800
5-46,5,8,23,2комн.,62.48,9372400
5-55,5,9,23,2комн.,62.48,9580900
5-6,5,3,23,1комн.,41.65,6872200
5-63,5,10,23,2комн.,62.48,9596600
5-69,5,10,23,2комн.,65.97,10091300
5-71,5,11,23,2комн.,65.07,10124200
5-77,5,11,23,2комн.,65.97,10098700
5-79,5,12,23,2комн.,65.07,10128300
5-8,5,3,23,2комн.,65.97,9873600
5-85,5,12,23,2комн.,65.97,10144200
5-87,5,13,23,2комн.,65.07,10132400
5-88,5,13,23,1комн.,45.12,7581200
5-89,5,13,23,1комн.,40.46,6722100
5-9,5,3,23,1комн.,37.43,6199400
5-90,5,13,23,1комн.,40.46,6722100
5-93,5,13,23,2комн.,65.97,10148400
5-95,5,14,23,2комн.,65.07,10136500
5-96,5,14,23,1комн.,45.12,7584000
5-98,5,14,23,1комн.,40.46,6724600
6-5,6,2,6,1комн.,39.56,7773200
7-1,7,2,6,3комн.,75.52,14839100
7-10,7,3,6,Студия,33.22,7005000
7-11,7,3,6,1комн.,43.2,9041500
7-12,7,3,6,3комн.,75.52,16325700
7-13,7,4,6,3комн.,75.52,16309400
7-14,7,4,6,1комн.,43.2,9329500
7-15,7,4,6,Студия,33.22,7226500
7-16,7,4,6,Студия,33.22,7226500
7-17,7,4,6,1комн.,43.2,9329500
7-18,7,4,6,3комн.,75.52,16829200
7-19,7,5,6,3комн.,75.52,16812800
7-2,7,2,6,1комн.,43.2,8488500
7-20,7,5,6,1комн.,43.2,9617500
7-21,7,5,6,Студия,33.22,7447900
7-22,7,5,6,Студия,33.22,7447900
7-25,7,6,6,3комн.,75.52,17316300
7-26,7,6,6,1комн.,43.2,9905500
7-27,7,6,6,Студия,33.22,7669400
7-28,7,6,6,Студия,33.22,7669400
7-29,7,6,6,1комн.,43.2,9905500
7-3,7,2,6,Студия,33.22,6579700
7-30,7,6,6,3комн.,75.52,17836100
7-4,7,2,6,Студия,33.22,6579700
7-5,7,2,6,1комн.,43.2,8488500
7-6,7,2,6,3комн.,75.52,15358900
7-7,7,3,6,3комн.,75.52,15805900
7-8,7,3,6,1комн.,43.2,9041500
7-9,7,3,6,Студия,33.22,7005000
8-5,8,2,6,1комн.,41.7,8190500
