rowid,building,floor,height,rooms,square,price
5-1,5,3,23,2комн.,62.48,7791700
5-10,5,4,23,2комн.,62.48,7795400
5-100,5,14,23,2комн.,60.22,7625100
5-101,5,14,23,2комн.,65.97,8392600
5-102,5,14,23,1комн.,37.43,4970400
5-103,5,15,23,2комн.,65.07,8282000
5-104,5,15,23,1комн.,45.12,5967300
5-105,5,15,23,1комн.,40.46,5351000
5-106,5,15,23,1комн.,40.46,5351000
5-108,5,15,23,2комн.,60.22,7628700
5-109,5,15,23,2комн.,65.97,8396500
5-11,5,4,23,2комн.,69.44,8954500
5-110,5,15,23,1комн.,37.43,4972600
5-111,5,16,23,2комн.,65.07,8285900
5-112,5,16,23,1комн.,45.12,5970000
5-113,5,16,23,1комн.,40.46,5353400
5-114,5,16,23,1комн.,40.46,5353400
5-115,5,16,23,1комн.,41.65,5510900
5-116,5,16,23,2комн.,60.22,7632300
5-117,5,16,23,2комн.,65.97,8400500
5-118,5,16,23,1комн.,37.43,4974900
5-119,5,17,23,2комн.,65.07,8340400
5-12,5,4,23,2комн.,61.15,7592900
5-120,5,17,23,1комн.,45.12,6007800
5-121,5,17,23,1комн.,40.46,5387300
5-122,5,17,23,1комн.,40.46,5387300
5-123,5,17,23,1комн.,41.65,5545700
5-124,5,17,23,2комн.,60.22,7682700
5-125,5,17,23,2комн.,65.97,8455700
5-126,5,17,23,1комн.,37.43,5006200
5-127,5,18,23,2комн.,65.07,8344300
5-128,5,18,23,1комн.,45.12,6010500
5-129,5,18,23,1комн.,40.46,5389700
5-13,5,4,23,1комн.,40.46,5249400
5-130,5,18,23,1комн.,40.46,5389700
5-131,5,18,23,1комн.,41.65,5548200
5-132,5,18,23,2комн.,60.22,7686300
5-133,5,18,23,2комн.,65.97,8459700
5-134,5,18,23,1комн.,37.43,5008400
5-135,5,19,23,2комн.,65.07,8348100
5-136,5,19,23,1комн.,45.12,6013100
5-137,5,19,23,1комн.,40.46,5392100
5-138,5,19,23,1комн.,40.46,5392100
5-139,5,19,23,1комн.,41.65,5550700
5-14,5,4,23,1комн.,40.46,5249400
5-140,5,19,23,2комн.,60.22,7689900
5-141,5,19,23,2комн.,65.97,8463600
5-142,5,19,23,1комн.,37.43,5010700
5-143,5,20,23,2комн.,65.07,8352000
5-144,5,20,23,1комн.,45.12,6015900
5-145,5,20,23,1комн.,40.46,5394500
5-146,5,20,23,1комн.,40.46,5394500
5-147,5,20,23,1комн.,41.65,5553200
5-148,5,20,23,2комн.,60.22,7693500
5-149,5,20,23,2комн.,65.97,8467600
5-15,5,4,23,1комн.,41.65,5403700
5-150,5,20,23,1комн.,37.43,5012900
5-151,5,21,23,2комн.,65.07,8355900
5-152,5,21,23,1комн.,45.12,6018500
5-153,5,21,23,1комн.,40.46,5397000
5-154,5,21,23,1комн.,40.46,5397000
5-155,5,21,23,1комн.,41.65,5555700
5-156,5,21,23,2комн.,60.22,7697100
5-157,5,21,23,2комн.,65.97,8471500
5-158,5,21,23,1комн.,37.43,5015200
5-159,5,22,23,2комн.,65.07,8418200
5-16,5,4,23,2комн.,60.22,7477400
5-160,5,22,23,1комн.,45.12,6061700
5-161,5,22,23,1комн.,40.46,5435700
5-162,5,22,23,1комн.,40.46,5435700
5-163,5,22,23,1комн.,41.65,5595500
5-164,5,22,23,2комн.,60.22,7754700
5-165,5,22,23,2комн.,65.97,8534600
