rowid,building,floor,height,rooms,square,price
4-1,4,3,23,2комн.,61.03,9435200
4-10,4,4,23,3комн.,88.21,13230800
4-105,4,16,23,2комн.,61.03,9641800
4-112,4,16,23,2комн.,58.66,9267300
4-113,4,17,23,2комн.,64.08,10179100
4-114,4,17,23,1комн.,45.75,7838500
4-119,4,17,23,2комн.,58.66,9318100
4-120,4,18,23,2комн.,64.08,10183900
4-123,4,18,23,1комн.,40.66,6969500
4-124,4,18,23,2комн.,65.34,10384200
4-125,4,18,23,3комн.,87.99,13572900
4-126,4,18,23,2комн.,58.66,9322600
4-127,4,19,23,2комн.,64.08,10188800
4-128,4,19,23,1комн.,45.75,7845500
4-131,4,19,23,2комн.,65.34,10389200
4-138,4,20,23,2комн.,65.34,10393300
4-141,4,21,23,2комн.,64.08,10197000
4-142,4,21,23,1комн.,45.75,7851300
4-144,4,21,23,1комн.,40.66,6977800
4-145,4,21,23,2комн.,65.34,10397500
4-146,4,21,23,3комн.,87.99,13590800
4-148,4,22,23,2комн.,64.08,10201100
4-15,4,4,23,3комн.,87.99,13197800
4-150,4,22,23,1комн.,40.81,7006200
4-151,4,22,23,1комн.,40.66,6980400
4-152,4,22,23,2комн.,65.34,10401700
4-155,4,23,23,2комн.,64.08,10613700
4-156,4,23,23,1комн.,45.75,8148800
4-157,4,23,23,1комн.,40.81,7268900
4-158,4,23,23,1комн.,40.66,7242200
4-159,4,23,23,2комн.,65.34,10822400
4-160,4,23,23,3комн.,87.99,14163000
4-161,4,23,23,2комн.,58.66,9716000
4-17,4,5,23,2комн.,61.03,9443700
4-2,4,3,23,3комн.,88.21,13225200
4-23,4,5,23,3комн.,87.99,13204500
4-24,4,5,23,2комн.,58.66,9077000
4-25,4,6,23,2комн.,61.03,9447600
4-32,4,6,23,2комн.,58.66,9080700
4-33,4,7,23,2комн.,61.03,9451500
4-4,4,3,23,1комн.,40.81,6818700
4-41,4,8,23,2комн.,61.03,9456100
4-49,4,9,23,2комн.,61.03,9457700
4-5,4,3,23,1комн.,40.66,6793600
4-57,4,10,23,2комн.,61.03,9599800
4-6,4,3,23,2комн.,65.34,10101500
4-64,4,10,23,2комн.,58.66,9227000
4-65,4,11,23,2комн.,61.03,9603700
4-66,4,11,23,3комн.,88.21,13468800
4-7,4,3,23,3комн.,87.99,13192200
4-72,4,11,23,2комн.,58.66,9230700
4-73,4,12,23,2комн.,61.03,9608400
4-79,4,12,23,3комн.,87.99,13441900
4-8,4,3,23,2комн.,58.66,9068800
4-81,4,13,23,2комн.,61.03,9613000
4-82,4,13,23,3комн.,88.21,13482200
4-87,4,13,23,3комн.,87.99,13448600
4-88,4,13,23,2комн.,58.66,9239700
4-89,4,14,23,2комн.,61.03,9616900
4-9,4,4,23,2комн.,61.03,9439000
4-95,4,14,23,3комн.,87.99,13454200
4-96,4,14,23,2комн.,58.66,9243400
4-97,4,15,23,2комн.,61.03,9620800
