rowid,building,floor,height,rooms,square,price
4-1,4,3,23,2комн.,61.03,7610900
4-10,4,4,23,3комн.,88.21,10618500
4-100,4,15,23,1комн.,40.81,5397300
4-101,4,15,23,1комн.,40.66,5377400
4-102,4,15,23,2комн.,65.34,8316400
4-103,4,15,23,3комн.,87.99,10813000
4-104,4,15,23,2комн.,58.66,7466100
4-105,4,16,23,2комн.,61.03,7771400
4-106,4,16,23,1комн.,47.06,6226700
4-107,4,16,23,1комн.,41.61,5505600
4-108,4,16,23,1комн.,40.81,5399700
4-109,4,16,23,1комн.,40.66,5379900
4-11,4,4,23,1комн.,41.61,5398600
4-110,4,16,23,2комн.,65.34,8320300
4-111,4,16,23,3комн.,87.99,10818300
4-112,4,16,23,2комн.,58.66,7469600
4-113,4,17,23,2комн.,64.08,8213500
4-114,4,17,23,1комн.,45.75,6091600
4-115,4,17,23,1комн.,40.81,5433900
4-116,4,17,23,1комн.,40.66,5413900
4-117,4,17,23,2комн.,65.34,8375000
4-118,4,17,23,3комн.,87.99,10891900
4-119,4,17,23,2комн.,58.66,7518800
4-120,4,18,23,2комн.,64.08,8217300
4-121,4,18,23,1комн.,45.75,6094400
4-122,4,18,23,1комн.,40.81,5436300
4-123,4,18,23,1комн.,40.66,5416300
4-124,4,18,23,2комн.,65.34,8378900
4-125,4,18,23,3комн.,87.99,10897200
4-126,4,18,23,2комн.,58.66,7522300
4-127,4,19,23,2комн.,64.08,8221100
4-128,4,19,23,1комн.,45.75,6097100
4-129,4,19,23,1комн.,40.81,5438800
4-13,4,4,23,1комн.,40.66,5275300
4-130,4,19,23,1комн.,40.66,5418800
4-131,4,19,23,2комн.,65.34,8382800
4-132,4,19,23,3комн.,87.99,10902500
4-133,4,19,23,2комн.,58.66,7525800
4-134,4,20,23,2комн.,64.08,8225000
4-135,4,20,23,1комн.,45.75,6099800
4-136,4,20,23,1комн.,40.81,5441200
4-137,4,20,23,1комн.,40.66,5421200
4-138,4,20,23,2комн.,65.34,8386700
4-139,4,20,23,3комн.,87.99,10907700
4-140,4,20,23,2комн.,58.66,7529300
4-141,4,21,23,2комн.,64.08,8228800
4-142,4,21,23,1комн.,45.75,6102600
4-143,4,21,23,1комн.,40.81,5443600
4-144,4,21,23,1комн.,40.66,5423600
4-145,4,21,23,2комн.,65.34,8390600
4-146,4,21,23,3комн.,87.99,10913000
4-147,4,21,23,2комн.,58.66,7532800
4-148,4,22,23,2комн.,64.08,8290100
4-149,4,22,23,1комн.,45.75,6146400
4-15,4,4,23,3комн.,87.99,10592000
4-150,4,22,23,1комн.,40.81,5482700
4-151,4,22,23,1комн.,40.66,5462500
4-152,4,22,23,2комн.,65.34,8453100
4-153,4,22,23,3комн.,87.99,10997200
4-154,4,22,23,2комн.,58.66,7588900
4-155,4,23,23,2комн.,64.08,9631300
4-156,4,23,23,1комн.,45.75,7103900
4-157,4,23,23,1комн.,40.81,6336800
4-158,4,23,23,1комн.,40.66,6313500
4-159,4,23,23,2комн.,65.34,9820700
4-16,4,4,23,2комн.,58.66,7318800
4-160,4,23,23,3комн.,87.99,12838800
4-161,4,23,23,2комн.,58.66,8816700
4-17,4,5,23,2комн.,61.03,7618200
4-18,4,5,23,3комн.,88.21,10623800
4-19,4,5,23,1комн.,41.61,5401100
4-2,4,3,23,3комн.,88.21,10613200
4-23,4,5,23,3комн.,87.99,10597300
4-24,4,5,23,2комн.,58.66,7322300
4-25,4,6,23,2комн.,61.03,7621800
4-26,4,6,23,3комн.,88.21,10629000
4-28,4,6,23,1комн.,40.81,5299700
4-29,4,6,23,1комн.,40.66,5280200
4-3,4,3,23,1комн.,41.61,5396100
4-32,4,6,23,2комн.,58.66,7325800
4-33,4,7,23,2комн.,61.03,7625500
4-4,4,3,23,1комн.,40.81,5292300
4-41,4,8,23,2комн.,61.03,7629100
4-46,4,8,23,2комн.,65.34,8167900
4-47,4,8,23,3комн.,87.99,10613000
4-49,4,9,23,2комн.,61.03,7632800
4-5,4,3,23,1комн.,40.66,5272900
4-50,4,9,23,3комн.,88.21,10644900
4-53,4,9,23,1комн.,40.66,5287500
4-56,4,9,23,2комн.,58.66,7336300
4-57,4,10,23,2комн.,61.03,7749500
4-6,4,3,23,2комн.,65.34,8148300
4-62,4,10,23,2комн.,65.34,8296800
4-64,4,10,23,2комн.,58.66,7448600
4-65,4,11,23,2комн.,61.03,7753200
4-66,4,11,23,3комн.,88.21,10818900
4-67,4,11,23,1комн.,41.61,5493100
4-68,4,11,23,1комн.,40.81,5387500
4-69,4,11,23,1комн.,40.66,5367700
4-7,4,3,23,3комн.,87.99,10586700
4-70,4,11,23,2комн.,65.34,8300700
4-71,4,11,23,3комн.,87.99,10791900
4-72,4,11,23,2комн.,58.66,7452100
4-73,4,12,23,2комн.,61.03,7756800
4-74,4,12,23,3комн.,88.21,10824200
4-75,4,12,23,1комн.,41.61,5495600
4-76,4,12,23,1комн.,40.81,5389900
4-77,4,12,23,1комн.,40.66,5370100
4-78,4,12,23,2комн.,65.34,8304600
4-79,4,12,23,3комн.,87.99,10797200
4-8,4,3,23,2комн.,58.66,7315300
4-80,4,12,23,2комн.,58.66,7455600
4-81,4,13,23,2комн.,61.03,7760500
4-82,4,13,23,3комн.,88.21,10829500
4-83,4,13,23,1комн.,41.61,5498100
4-84,4,13,23,1комн.,40.81,5392400
4-85,4,13,23,1комн.,40.66,5372600
4-86,4,13,23,2комн.,65.34,8308500
4-87,4,13,23,3комн.,87.99,10802500
4-88,4,13,23,2комн.,58.66,7459100
4-89,4,14,23,2комн.,61.03,7764100
4-9,4,4,23,2комн.,61.03,7614500
4-90,4,14,23,3комн.,88.21,10834800
4-91,4,14,23,1комн.,41.61,5500600
4-92,4,14,23,1комн.,40.81,5394800
4-93,4,14,23,1комн.,40.66,5375000
4-94,4,14,23,2комн.,65.34,8312500
4-95,4,14,23,3комн.,87.99,10807700
4-96,4,14,23,2комн.,58.66,7462600
4-97,4,15,23,2комн.,61.03,7767800
4-98,4,15,23,3комн.,88.21,10840000
4-99,4,15,23,1комн.,41.61,5503100
