rowid,building,floor,height,rooms,square,price
4-1,4,3,23,2комн.,61.03,8289600
4-10,4,4,23,3комн.,88.21,11582500
4-100,4,15,23,1комн.,40.81,5864700
4-105,4,16,23,2комн.,61.03,8457300
4-108,4,16,23,1комн.,40.81,5867300
4-111,4,16,23,3комн.,87.99,11789900
4-112,4,16,23,2комн.,58.66,8128800
4-113,4,17,23,2комн.,64.08,8935900
4-114,4,17,23,1комн.,45.75,6617500
4-115,4,17,23,1комн.,40.81,5903000
4-116,4,17,23,1комн.,40.66,5881300
4-118,4,17,23,3комн.,87.99,11866800
4-119,4,17,23,2комн.,58.66,8180100
4-120,4,18,23,2комн.,64.08,8939900
4-122,4,18,23,1комн.,40.81,5905500
4-123,4,18,23,1комн.,40.66,5883800
4-124,4,18,23,2комн.,65.34,9115700
4-125,4,18,23,3комн.,87.99,11872300
4-126,4,18,23,2комн.,58.66,8183800
4-127,4,19,23,2комн.,64.08,8943900
4-128,4,19,23,1комн.,45.75,6623200
4-131,4,19,23,2комн.,65.34,9119800
4-132,4,19,23,3комн.,87.99,11877800
4-133,4,19,23,2комн.,58.66,8187400
4-138,4,20,23,2комн.,65.34,9123900
4-139,4,20,23,3комн.,87.99,11883300
4-141,4,21,23,2комн.,64.08,8951900
4-142,4,21,23,1комн.,45.75,6629000
4-144,4,21,23,1комн.,40.66,5891400
4-145,4,21,23,2комн.,65.34,9128000
4-146,4,21,23,3комн.,87.99,11888800
4-148,4,22,23,2комн.,64.08,9016000
4-149,4,22,23,1комн.,45.75,6674700
4-15,4,4,23,3комн.,87.99,11553600
4-150,4,22,23,1комн.,40.81,5954000
4-151,4,22,23,1комн.,40.66,5932100
4-152,4,22,23,2комн.,65.34,9193200
4-153,4,22,23,3комн.,87.99,11976700
4-155,4,23,23,2комн.,64.08,10416600
4-156,4,23,23,1комн.,45.75,7674600
4-157,4,23,23,1комн.,40.81,6845900
4-158,4,23,23,1комн.,40.66,6820800
4-159,4,23,23,2комн.,65.34,10621400
4-16,4,4,23,2комн.,58.66,7971300
4-160,4,23,23,3комн.,87.99,13900000
4-161,4,23,23,2комн.,58.66,9535500
4-17,4,5,23,2комн.,61.03,8297200
4-18,4,5,23,3комн.,88.21,11588000
4-2,4,3,23,3комн.,88.21,11577000
4-23,4,5,23,3комн.,87.99,11559100
4-24,4,5,23,2комн.,58.66,7975000
4-25,4,6,23,2комн.,61.03,8301000
4-3,4,3,23,1комн.,41.61,5868000
4-32,4,6,23,2комн.,58.66,7978600
4-33,4,7,23,2комн.,61.03,8304800
4-4,4,3,23,1комн.,40.81,5755200
4-41,4,8,23,2комн.,61.03,8308600
4-42,4,8,23,3комн.,88.21,11604600
4-48,4,8,23,2комн.,58.66,7986000
4-49,4,9,23,2комн.,61.03,8312400
4-5,4,3,23,1комн.,40.66,5734000
4-50,4,9,23,3комн.,88.21,11610100
4-56,4,9,23,2комн.,58.66,7989600
4-57,4,10,23,2комн.,61.03,8434400
4-6,4,3,23,2комн.,65.34,8875000
4-63,4,10,23,3комн.,87.99,11756900
4-64,4,10,23,2комн.,58.66,8106800
4-65,4,11,23,2комн.,61.03,8438200
4-66,4,11,23,3комн.,88.21,11791900
4-7,4,3,23,3комн.,87.99,11548100
4-71,4,11,23,3комн.,87.99,11762400
4-72,4,11,23,2комн.,58.66,8110500
4-73,4,12,23,2комн.,61.03,8442000
4-74,4,12,23,3комн.,88.21,11797400
4-76,4,12,23,1комн.,40.81,5857100
4-78,4,12,23,2комн.,65.34,9038200
4-79,4,12,23,3комн.,87.99,11767900
4-8,4,3,23,2комн.,58.66,7967600
4-80,4,12,23,2комн.,58.66,8114200
4-81,4,13,23,2комн.,61.03,8445800
4-82,4,13,23,3комн.,88.21,11802900
4-85,4,13,23,1комн.,40.66,5838100
4-86,4,13,23,2комн.,65.34,9042300
4-87,4,13,23,3комн.,87.99,11773400
4-88,4,13,23,2комн.,58.66,8117800
4-89,4,14,23,2комн.,61.03,8449600
4-9,4,4,23,2комн.,61.03,8293400
4-92,4,14,23,1комн.,40.81,5862200
4-93,4,14,23,1комн.,40.66,5840700
4-95,4,14,23,3комн.,87.99,11778900
4-96,4,14,23,2комн.,58.66,8121500
4-97,4,15,23,2комн.,61.03,8453400
4-98,4,15,23,3комн.,88.21,11813900
