rowid,building,floor,height,rooms,square,price
3-1,3,3,32,2комн.,60.9,9401900
3-10,3,4,32,3комн.,90.49,13549700
3-101,3,15,32,1комн.,40.73,6916200
3-105,3,16,32,2комн.,60.9,9552200
3-106,3,16,32,3комн.,90.49,13767400
3-108,3,16,32,1комн.,40.88,6950500
3-109,3,16,32,1комн.,40.73,6925000
3-113,3,18,32,2комн.,60.9,9622000
3-117,3,18,32,1комн.,40.73,6971700
3-120,3,19,32,2комн.,60.9,9625900
3-123,3,19,32,1комн.,40.88,7000000
3-124,3,19,32,1комн.,40.73,6974300
3-126,3,19,32,2комн.,63.93,10104800
3-130,3,20,32,1комн.,40.88,7002600
3-133,3,20,32,2комн.,63.93,10108900
3-137,3,21,32,1комн.,40.88,7005700
3-138,3,21,32,1комн.,40.73,6980000
3-14,3,4,32,2комн.,65.33,10090000
3-140,3,21,32,2комн.,63.93,10113700
3-145,3,22,32,1комн.,40.73,6983100
3-146,3,22,32,2комн.,69.36,10978100
3-148,3,23,32,2комн.,60.9,9788600
3-15,3,4,32,3комн.,88.11,13193300
3-150,3,23,32,1комн.,41.96,7259600
3-151,3,23,32,1комн.,40.88,7072800
3-153,3,23,32,2комн.,69.36,11148400
3-154,3,23,32,2комн.,63.93,10275600
3-155,3,24,32,2комн.,60.9,9912600
3-156,3,24,32,3комн.,90.49,14306300
3-157,3,24,32,1комн.,41.96,7345100
3-158,3,24,32,1комн.,40.88,7156000
3-159,3,24,32,1комн.,40.73,7129800
3-16,3,4,32,2комн.,58.58,9047400
3-160,3,24,32,2комн.,69.36,11289700
3-161,3,24,32,2комн.,63.93,10405800
3-162,3,25,32,2комн.,60.9,10036600
3-163,3,25,32,3комн.,90.49,14490600
3-164,3,25,32,1комн.,41.96,7430500
3-165,3,25,32,1комн.,40.88,7239300
3-166,3,25,32,1комн.,40.73,7212700
3-167,3,25,32,2комн.,69.36,11430900
3-168,3,25,32,2комн.,63.93,10536000
3-169,3,26,32,2комн.,60.9,10160600
3-17,3,5,32,2комн.,60.9,9409600
3-170,3,26,32,3комн.,90.49,14732400
3-171,3,26,32,1комн.,41.96,7542700
3-172,3,26,32,1комн.,40.88,7348500
3-173,3,26,32,1комн.,40.73,7321600
3-174,3,26,32,2комн.,69.36,11616300
3-175,3,26,32,2комн.,63.93,10666200
3-176,3,27,32,2комн.,60.9,10284600
3-177,3,27,32,3комн.,90.49,14916700
3-178,3,27,32,1комн.,41.96,7628100
3-179,3,27,32,1комн.,40.88,7431800
3-180,3,27,32,1комн.,40.73,7404500
3-181,3,27,32,2комн.,69.36,11757500
3-182,3,27,32,2комн.,63.93,10796300
3-183,3,28,32,2комн.,60.9,10408600
3-184,3,28,32,3комн.,90.49,15100900
3-185,3,28,32,1комн.,41.96,7713500
3-186,3,28,32,1комн.,40.88,7515000
3-187,3,28,32,1комн.,40.73,7487400
3-188,3,28,32,2комн.,69.36,11898700
3-189,3,28,32,2комн.,63.93,10926500
3-190,3,29,32,2комн.,60.9,10532600
3-191,3,29,32,3комн.,90.49,15285200
3-192,3,29,32,1комн.,41.96,7799000
3-193,3,29,32,1комн.,40.88,7598200
3-194,3,29,32,1комн.,40.73,7570400
3-195,3,29,32,2комн.,69.36,12039900
3-196,3,29,32,2комн.,63.93,11056700
3-197,3,30,32,2комн.,60.9,10656700
3-198,3,30,32,3комн.,90.49,15469400
3-199,3,30,32,1комн.,41.96,7884400
3-2,3,3,32,3комн.,90.49,13544000
3-200,3,30,32,1комн.,40.88,7681500
3-201,3,30,32,1комн.,40.73,7653300
3-202,3,30,32,2комн.,69.36,12181200
3-203,3,30,32,2комн.,63.93,11186900
3-204,3,31,32,2комн.,60.9,10780700
3-205,3,31,32,3комн.,90.49,15653700
3-206,3,31,32,1комн.,41.96,7969900
3-207,3,31,32,1комн.,40.88,7764700
3-208,3,31,32,1комн.,40.73,7736200
3-209,3,31,32,2комн.,69.36,12322400
3-21,3,5,32,1комн.,40.73,6829700
3-210,3,31,32,2комн.,63.93,11317000
3-211,3,32,32,2комн.,60.9,10966700
3-212,3,32,32,3комн.,90.49,15930100
3-213,3,32,32,1комн.,41.96,8098000
3-214,3,32,32,1комн.,40.88,7889600
3-215,3,32,32,1комн.,40.73,7860600
3-216,3,32,32,2комн.,69.36,12534200
3-217,3,32,32,2комн.,63.93,11512300
3-23,3,5,32,3комн.,88.11,13199000
3-24,3,5,32,2комн.,58.58,9051200
3-25,3,6,32,2комн.,60.9,9413500
3-29,3,6,32,1комн.,40.73,6832300
3-3,3,3,32,1комн.,41.96,7030600
3-31,3,6,32,3комн.,88.11,13204600
3-33,3,7,32,2комн.,60.9,9418200
3-38,3,7,32,2комн.,65.33,10103300
3-39,3,7,32,3комн.,88.11,13211300
3-41,3,8,32,2комн.,60.9,9422000
3-49,3,9,32,2комн.,60.9,9422000
3-52,3,9,32,1комн.,40.88,6863100
3-57,3,10,32,2комн.,60.9,9510400
3-6,3,3,32,2комн.,65.33,10085800
3-64,3,10,32,2комн.,58.58,9148100
3-65,3,11,32,2комн.,60.9,9507300
3-66,3,11,32,3комн.,90.49,13700600
3-68,3,11,32,1комн.,40.88,6920400
3-7,3,3,32,3комн.,88.11,13187700
3-70,3,11,32,2комн.,65.33,10198900
3-72,3,11,32,2комн.,58.58,9145100
3-73,3,12,32,2комн.,60.9,9522800
3-77,3,12,32,1комн.,40.73,6905300
3-8,3,3,32,2комн.,58.58,9043700
3-80,3,12,32,2комн.,58.58,9160000
3-81,3,13,32,2комн.,60.9,9527400
3-82,3,13,32,3комн.,90.49,13730500
3-84,3,13,32,1комн.,40.88,6933900
3-85,3,13,32,1комн.,40.73,6908400
3-86,3,13,32,2комн.,65.33,10220500
3-87,3,13,32,3комн.,88.11,13369400
3-89,3,14,32,2комн.,60.9,9535200
3-9,3,4,32,2комн.,60.9,9405800
3-93,3,14,32,1комн.,40.73,6913600
3-97,3,15,32,2комн.,60.9,9539100
