building,floor,height,rooms,rowid,square,price
1-2,1,3,32,2комн.,65.53,8882700
1-8,1,4,32,2комн.,65.53,8886900
1-14,1,5,32,2комн.,65.53,8891200
1-20,1,6,32,2комн.,65.53,8895400
1-26,1,7,32,2комн.,65.53,8899700
1-32,1,8,32,2комн.,65.53,8904000
1-38,1,9,32,2комн.,65.53,8908200
1-44,1,10,32,2комн.,65.53,9001900
1-50,1,11,32,2комн.,65.53,9006200
1-56,1,12,32,2комн.,65.53,9010400
1-62,1,13,32,2комн.,65.53,9014700
1-68,1,14,32,2комн.,65.53,9019000
1-74,1,15,32,2комн.,65.53,9023200
1-80,1,16,32,2комн.,65.53,9027500
1-86,1,17,32,2комн.,65.53,9087100
1-118,1,23,32,2комн.,62.36,9968900
1-124,1,24,32,2комн.,62.36,10097800
1-130,1,25,32,2комн.,62.36,10267300
1-136,1,26,32,2комн.,62.36,10440700
1-142,1,27,32,2комн.,62.36,10581800
1-49,1,11,32,3комн.,79.41,10586500
1-55,1,12,32,3комн.,79.41,10591700
1-61,1,13,32,3комн.,79.41,10596900
1-67,1,14,32,3комн.,79.41,10602000
1-73,1,15,32,3комн.,79.41,10607200
1-79,1,16,32,3комн.,79.41,10612400
1-85,1,17,32,3комн.,79.41,10633000
1-148,1,28,32,2комн.,62.36,10706700
1-154,1,29,32,2комн.,62.36,10831500
1-160,1,30,32,2комн.,62.36,10956300
1-166,1,31,32,2комн.,62.36,11081200
1-172,1,32,32,2комн.,62.36,11241700
1-6,1,3,32,3комн.,86.83,11355600
1-12,1,4,32,3комн.,86.83,11361300
1-18,1,5,32,3комн.,86.83,11366900
1-30,1,7,32,3комн.,86.83,11378200
1-54,1,11,32,3комн.,86.83,11575700
1-60,1,12,32,3комн.,86.83,11581400
1-66,1,13,32,3комн.,86.83,11587000
1-72,1,14,32,3комн.,86.83,11592700
1-78,1,15,32,3комн.,86.83,11598300
1-84,1,16,32,3комн.,86.83,11604000
1-90,1,17,32,3комн.,86.83,11626500
1-91,1,19,32,4комн.,101.67,13230300
1-97,1,20,32,4комн.,101.67,13236900
1-103,1,21,32,4комн.,101.67,13243500
1-109,1,22,32,4комн.,101.67,13250100
1-96,1,19,32,4комн.,106.54,13864100
1-102,1,20,32,4комн.,106.54,13871000
1-108,1,21,32,4комн.,106.54,13877900
1-114,1,22,32,4комн.,106.54,13884800
1-115,1,23,32,4комн.,101.67,15371500
1-121,1,24,32,4комн.,101.67,15581600
1-127,1,25,32,4комн.,101.67,15857900
1-120,1,23,32,4комн.,106.54,16107800
1-133,1,26,32,4комн.,101.67,16140700
1-126,1,24,32,4комн.,106.54,16328000
1-139,1,27,32,4комн.,101.67,16370700
1-145,1,28,32,4комн.,101.67,16574200
1-132,1,25,32,4комн.,106.54,16617500
1-151,1,29,32,4комн.,101.67,16777800
1-138,1,26,32,4комн.,106.54,16913900
1-157,1,30,32,4комн.,101.67,16981300
1-144,1,27,32,4комн.,106.54,17154900
1-163,1,31,32,4комн.,101.67,17184900
1-150,1,28,32,4комн.,106.54,17368200
1-169,1,32,32,4комн.,101.67,17446600
1-156,1,29,32,4комн.,106.54,17581400
1-162,1,30,32,4комн.,106.54,17794700
1-168,1,31,32,4комн.,106.54,18008000
1-174,1,32,32,4комн.,106.54,18282300
2-76,2,11,32,1комн.,38.59,5462200
2-85,2,12,32,1комн.,38.59,5464700
2-94,2,13,32,1комн.,38.59,5467200
2-9,2,3,32,1комн.,38.79,5467800
2-8,2,3,32,1комн.,38.8,5469200
2-103,2,14,32,1комн.,38.59,5469700
2-17,2,4,32,1комн.,38.8,5471700
2-27,2,5,32,1комн.,38.79,5472800
2-26,2,5,32,1комн.,38.8,5474300
2-63,2,9,32,1комн.,38.79,5482900
2-81,2,11,32,1комн.,38.79,5490500
2-80,2,11,32,1комн.,38.8,5491900
2-90,2,12,32,1комн.,38.79,5493000
2-89,2,12,32,1комн.,38.8,5494400
2-99,2,13,32,1комн.,38.79,5495500
2-98,2,13,32,1комн.,38.8,5497000
2-108,2,14,32,1комн.,38.79,5498100
2-107,2,14,32,1комн.,38.8,5499500
2-117,2,15,32,1комн.,38.79,5500600
2-116,2,15,32,1комн.,38.8,5502000
2-121,2,16,32,1комн.,38.59,5550000
2-126,2,16,32,1комн.,38.79,5553500
2-125,2,16,32,1комн.,38.8,5555000
2-130,2,18,32,1комн.,38.59,5562500
2-139,2,19,32,1комн.,38.59,5565000
2-135,2,18,32,1комн.,38.79,5566100
2-148,2,20,32,1комн.,38.59,5567500
2-134,2,18,32,1комн.,38.8,5567600
2-144,2,19,32,1комн.,38.79,5568700
2-157,2,21,32,1комн.,38.59,5570000
2-143,2,19,32,1комн.,38.8,5570100
2-153,2,20,32,1комн.,38.79,5571200
2-152,2,20,32,1комн.,38.8,5572600
2-166,2,22,32,1комн.,38.59,5572600
2-162,2,21,32,1комн.,38.79,5573700
2-161,2,21,32,1комн.,38.8,5575100
2-171,2,22,32,1комн.,38.79,5576200
2-170,2,22,32,1комн.,38.8,5577700
2-175,2,23,32,1комн.,38.59,6337600
2-180,2,23,32,1комн.,38.79,6345200
2-179,2,23,32,1комн.,38.8,6346900
2-184,2,24,32,1комн.,38.59,6414900
2-189,2,24,32,1комн.,38.79,6422900
2-188,2,24,32,1комн.,38.8,6424500
2-193,2,25,32,1комн.,38.59,6492100
2-198,2,25,32,1комн.,38.79,6500500
2-197,2,25,32,1комн.,38.8,6502200
2-202,2,26,32,1комн.,38.59,6594500
2-207,2,26,32,1комн.,38.79,6603400
2-206,2,26,32,1комн.,38.8,6605100
2-211,2,27,32,1комн.,38.59,6671700
2-216,2,27,32,1комн.,38.79,6681100
2-215,2,27,32,1комн.,38.8,6682800
2-220,2,28,32,1комн.,38.59,6749000
2-225,2,28,32,1комн.,38.79,6758700
2-224,2,28,32,1комн.,38.8,6760500
2-229,2,29,32,1комн.,38.59,6826200
2-234,2,29,32,1комн.,38.79,6836400
2-233,2,29,32,1комн.,38.8,6838200
2-238,2,30,32,1комн.,38.59,6903500
2-243,2,30,32,1комн.,38.79,6914000
2-242,2,30,32,1комн.,38.8,6915800
2-247,2,31,32,1комн.,38.59,6980700
2-252,2,31,32,1комн.,38.79,6991700
2-251,2,31,32,1комн.,38.8,6993500
2-256,2,32,32,1комн.,38.59,7135300
2-261,2,32,32,1комн.,38.79,7147000
2-260,2,32,32,1комн.,38.8,7148900
2-19,2,5,32,2комн.,58.34,7915600
2-37,2,7,32,2комн.,58.34,7923200
2-73,2,11,32,2комн.,58.34,7942200
2-82,2,12,32,2комн.,58.34,7946000
2-91,2,13,32,2комн.,58.34,7949800
2-100,2,14,32,2комн.,58.34,7953600
2-109,2,15,32,2комн.,58.34,7957300
2-118,2,16,32,2комн.,58.34,8037000
2-127,2,18,32,2комн.,58.34,8055900
2-136,2,19,32,2комн.,58.34,8059700
2-145,2,20,32,2комн.,58.34,8063500
2-154,2,21,32,2комн.,58.34,8067300
2-163,2,22,32,2комн.,58.34,8071100
2-3,2,3,32,2комн.,60.66,8222500
2-12,2,4,32,2комн.,60.66,8226500
2-39,2,7,32,2комн.,60.66,8238300
2-48,2,8,32,2комн.,60.66,8242200
2-75,2,11,32,2комн.,60.66,8258000
2-84,2,12,32,2комн.,60.66,8262000
2-93,2,13,32,2комн.,60.66,8265900
2-102,2,14,32,2комн.,60.66,8269800
2-111,2,15,32,2комн.,60.66,8273800
2-120,2,16,32,2комн.,60.66,8396000
2-129,2,18,32,2комн.,60.66,8415700
2-138,2,19,32,2комн.,60.66,8419700
2-147,2,20,32,2комн.,60.66,8423600
2-156,2,21,32,2комн.,60.66,8427600
2-165,2,22,32,2комн.,60.66,8431500
2-5,2,3,32,2комн.,63.24,8572200
2-14,2,4,32,2комн.,63.24,8576400
2-59,2,9,32,2комн.,63.24,8596900
2-77,2,11,32,2комн.,63.24,8609200
2-86,2,12,32,2комн.,63.24,8613400
2-95,2,13,32,2комн.,63.24,8617500
2-104,2,14,32,2комн.,63.24,8621600
2-113,2,15,32,2комн.,63.24,8625700
2-6,2,3,32,2комн.,64.5,8743000
2-15,2,4,32,2комн.,64.5,8747200
2-122,2,16,32,2комн.,63.24,8753100
2-33,2,6,32,2комн.,64.5,8755600
2-131,2,18,32,2комн.,63.24,8773700
2-140,2,19,32,2комн.,63.24,8777800
2-78,2,11,32,2комн.,64.5,8780800
2-149,2,20,32,2комн.,63.24,8781900
2-87,2,12,32,2комн.,64.5,8785000
2-158,2,21,32,2комн.,63.24,8786000
2-96,2,13,32,2комн.,64.5,8789200
2-167,2,22,32,2комн.,63.24,8790100
2-105,2,14,32,2комн.,64.5,8793300
2-114,2,15,32,2комн.,64.5,8797500
2-123,2,16,32,2комн.,64.5,8927500
2-132,2,18,32,2комн.,64.5,8948500
2-141,2,19,32,2комн.,64.5,8952700
2-159,2,21,32,2комн.,64.5,8961000
2-168,2,22,32,2комн.,64.5,8965200
2-172,2,23,32,2комн.,58.34,9227700
2-181,2,24,32,2комн.,58.34,9344500
2-2,2,3,32,2комн.,68.64,9393500
2-11,2,4,32,2комн.,68.64,9397900
2-20,2,5,32,2комн.,68.64,9402400
2-56,2,9,32,2комн.,68.64,9420200
2-74,2,11,32,2комн.,68.64,9433600
2-83,2,12,32,2комн.,68.64,9438100
2-92,2,13,32,2комн.,68.64,9442500
2-101,2,14,32,2комн.,68.64,9447000
2-110,2,15,32,2комн.,68.64,9451500
2-190,2,25,32,2комн.,58.34,9461300
2-119,2,16,32,2комн.,68.64,9589800
2-128,2,18,32,2комн.,68.64,9612100
2-199,2,26,32,2комн.,58.34,9616000
2-137,2,19,32,2комн.,68.64,9616500
2-146,2,20,32,2комн.,68.64,9621000
2-155,2,21,32,2комн.,68.64,9625500
2-164,2,22,32,2комн.,68.64,9629900
2-174,2,23,32,2комн.,60.66,9634100
2-208,2,27,32,2комн.,58.34,9732800
2-183,2,24,32,2комн.,60.66,9755500
2-217,2,28,32,2комн.,58.34,9849600
2-192,2,25,32,2комн.,60.66,9877000
2-226,2,29,32,2комн.,58.34,9966400
2-201,2,26,32,2комн.,60.66,10037800
2-176,2,23,32,2комн.,63.24,10043800
2-235,2,30,32,2комн.,58.34,10083200
2-210,2,27,32,2комн.,60.66,10159300
2-185,2,24,32,2комн.,63.24,10170400
2-244,2,31,32,2комн.,58.34,10200000
2-177,2,23,32,2комн.,64.5,10244000
2-219,2,28,32,2комн.,60.66,10280700
2-194,2,25,32,2комн.,63.24,10297100
2-186,2,24,32,2комн.,64.5,10373100
2-228,2,29,32,2комн.,60.66,10402200
2-253,2,32,32,2комн.,58.34,10433600
2-203,2,26,32,2комн.,63.24,10464800
2-195,2,25,32,2комн.,64.5,10502200
2-237,2,30,32,2комн.,60.66,10523600
2-212,2,27,32,2комн.,63.24,10591400
2-246,2,31,32,2комн.,60.66,10645000
2-204,2,26,32,2комн.,64.5,10673300
2-221,2,28,32,2комн.,63.24,10718000
2-213,2,27,32,2комн.,64.5,10802400
2-230,2,29,32,2комн.,63.24,10844600
2-255,2,32,32,2комн.,60.66,10887900
2-222,2,28,32,2комн.,64.5,10931500
2-239,2,30,32,2комн.,63.24,10971200
2-173,2,23,32,2комн.,68.64,10990700
2-231,2,29,32,2комн.,64.5,11060700
2-248,2,31,32,2комн.,63.24,11097800
2-182,2,24,32,2комн.,68.64,11128100
2-240,2,30,32,2комн.,64.5,11189800
2-191,2,25,32,2комн.,68.64,11265500
2-249,2,31,32,2комн.,64.5,11318900
2-79,2,11,32,3комн.,86.25,11330200
2-88,2,12,32,3комн.,86.25,11335800
2-97,2,13,32,3комн.,86.25,11341400
2-106,2,14,32,3комн.,86.25,11347100
2-257,2,32,32,2комн.,63.24,11351000
2-115,2,15,32,3комн.,86.25,11352700
2-200,2,26,32,2комн.,68.64,11447600
2-124,2,16,32,3комн.,86.25,11526500
2-133,2,18,32,3комн.,86.25,11554500
2-142,2,19,32,3комн.,86.25,11560100
2-151,2,20,32,3комн.,86.25,11565700
2-160,2,21,32,3комн.,86.25,11571300
2-169,2,22,32,3комн.,86.25,11576900
2-258,2,32,32,2комн.,64.5,11577200
2-209,2,27,32,2комн.,68.64,11585000
2-218,2,28,32,2комн.,68.64,11722400
2-227,2,29,32,2комн.,68.64,11859800
2-236,2,30,32,2комн.,68.64,11997200
2-245,2,31,32,2комн.,68.64,12134700
2-254,2,32,32,2комн.,68.64,12409500
2-178,2,23,32,3комн.,86.25,13286800
2-187,2,24,32,3комн.,86.25,13459500
2-196,2,25,32,3комн.,86.25,13632200
2-205,2,26,32,3комн.,86.25,13860900
2-214,2,27,32,3комн.,86.25,14033600
2-223,2,28,32,3комн.,86.25,14206200
2-232,2,29,32,3комн.,86.25,14378900
2-241,2,30,32,3комн.,86.25,14551600
2-250,2,31,32,3комн.,86.25,14724300
2-259,2,32,32,3комн.,86.25,15069600
3-5,3,3,32,1комн.,40.73,5741300
3-21,3,5,32,1комн.,40.73,5746600
3-53,3,9,32,1комн.,40.73,5757100
3-4,3,3,32,1комн.,40.88,5762400
3-20,3,5,32,1комн.,40.88,5767700
3-28,3,6,32,1комн.,40.88,5770400
3-36,3,7,32,1комн.,40.88,5773000
3-69,3,11,32,1комн.,40.73,5818000
3-77,3,12,32,1комн.,40.73,5820700
3-85,3,13,32,1комн.,40.73,5823300
3-93,3,14,32,1комн.,40.73,5826000
3-101,3,15,32,1комн.,40.73,5828600
3-109,3,16,32,1комн.,40.73,5831300
3-68,3,11,32,1комн.,40.88,5839500
3-76,3,12,32,1комн.,40.88,5842100
3-84,3,13,32,1комн.,40.88,5844800
3-92,3,14,32,1комн.,40.88,5847400
3-100,3,15,32,1комн.,40.88,5850100
3-108,3,16,32,1комн.,40.88,5852700
3-117,3,18,32,1комн.,40.73,5871000
3-124,3,19,32,1комн.,40.73,5873600
3-131,3,20,32,1комн.,40.73,5876300
3-138,3,21,32,1комн.,40.73,5878900
3-145,3,22,32,1комн.,40.73,5881600
3-116,3,18,32,1комн.,40.88,5892600
3-123,3,19,32,1комн.,40.88,5895300
3-130,3,20,32,1комн.,40.88,5897900
3-137,3,21,32,1комн.,40.88,5900600
3-144,3,22,32,1комн.,40.88,5903200
3-27,3,6,32,1комн.,41.96,5922800
3-67,3,11,32,1комн.,41.96,5993700
3-75,3,12,32,1комн.,41.96,5996500
3-83,3,13,32,1комн.,41.96,5999200
3-91,3,14,32,1комн.,41.96,6001900
3-99,3,15,32,1комн.,41.96,6004600
3-107,3,16,32,1комн.,41.96,6007400
3-115,3,18,32,1комн.,41.96,6048300
3-122,3,19,32,1комн.,41.96,6051000
3-129,3,20,32,1комн.,41.96,6053700
3-136,3,21,32,1комн.,41.96,6056500
3-143,3,22,32,1комн.,41.96,6059200
3-152,3,23,32,1комн.,40.73,6670500
3-151,3,23,32,1комн.,40.88,6695100
3-111,3,16,32,1комн.,47.06,6737500
3-159,3,24,32,1комн.,40.73,6755200
3-158,3,24,32,1комн.,40.88,6780100
3-166,3,25,32,1комн.,40.73,6840000
3-165,3,25,32,1комн.,40.88,6865100
3-150,3,23,32,1комн.,41.96,6872000
3-173,3,26,32,1комн.,40.73,6951100
3-157,3,24,32,1комн.,41.96,6959200
3-172,3,26,32,1комн.,40.88,6976700
3-180,3,27,32,1комн.,40.73,7035900
3-164,3,25,32,1комн.,41.96,7046500
3-179,3,27,32,1комн.,40.88,7061800
3-187,3,28,32,1комн.,40.73,7120600
3-186,3,28,32,1комн.,40.88,7146800
3-171,3,26,32,1комн.,41.96,7161100
3-194,3,29,32,1комн.,40.73,7205300
3-193,3,29,32,1комн.,40.88,7231800
3-178,3,27,32,1комн.,41.96,7248300
3-201,3,30,32,1комн.,40.73,7290000
3-200,3,30,32,1комн.,40.88,7316900
3-185,3,28,32,1комн.,41.96,7335600
3-208,3,31,32,1комн.,40.73,7374700
3-207,3,31,32,1комн.,40.88,7401900
3-192,3,29,32,1комн.,41.96,7422900
3-215,3,32,32,1комн.,40.73,7501800
3-199,3,30,32,1комн.,41.96,7510200
3-214,3,32,32,1комн.,40.88,7529400
3-206,3,31,32,1комн.,41.96,7597400
3-213,3,32,32,1комн.,41.96,7728400
3-8,3,3,32,2комн.,58.58,7940600
3-16,3,4,32,2комн.,58.58,7944400
3-24,3,5,32,2комн.,58.58,7948200
3-32,3,6,32,2комн.,58.58,7952000
3-72,3,11,32,2комн.,58.58,8051000
3-80,3,12,32,2комн.,58.58,8054800
3-88,3,13,32,2комн.,58.58,8058600
3-96,3,14,32,2комн.,58.58,8062400
3-104,3,15,32,2комн.,58.58,8066200
3-112,3,16,32,2комн.,58.58,8070000
3-1,3,3,32,2комн.,60.9,8255100
3-9,3,4,32,2комн.,60.9,8259000
3-17,3,5,32,2комн.,60.9,8263000
3-25,3,6,32,2комн.,60.9,8266900
3-33,3,7,32,2комн.,60.9,8270900
3-41,3,8,32,2комн.,60.9,8274800
3-49,3,9,32,2комн.,60.9,8278800
3-57,3,10,32,2комн.,60.9,8365900
3-65,3,11,32,2комн.,60.9,8369900
3-73,3,12,32,2комн.,60.9,8373800
3-81,3,13,32,2комн.,60.9,8377800
3-89,3,14,32,2комн.,60.9,8381700
3-97,3,15,32,2комн.,60.9,8385700
3-105,3,16,32,2комн.,60.9,8389600
3-113,3,18,32,2комн.,60.9,8449000
3-120,3,19,32,2комн.,60.9,8453000
3-127,3,20,32,2комн.,60.9,8456900
3-134,3,21,32,2комн.,60.9,8460900
3-141,3,22,32,2комн.,60.9,8464900
3-6,3,3,32,2комн.,65.33,8855500
3-14,3,4,32,2комн.,65.33,8859800
3-22,3,5,32,2комн.,65.33,8864000
3-119,3,18,32,2комн.,63.93,8869400
3-126,3,19,32,2комн.,63.93,8873500
3-46,3,8,32,2комн.,65.33,8876800
3-133,3,20,32,2комн.,63.93,8877700
3-54,3,9,32,2комн.,65.33,8881000
3-140,3,21,32,2комн.,63.93,8881900
3-147,3,22,32,2комн.,63.93,8886000
3-70,3,11,32,2комн.,65.33,8978700
3-78,3,12,32,2комн.,65.33,8982900
3-86,3,13,32,2комн.,65.33,8987200
3-94,3,14,32,2комн.,65.33,8991400
3-102,3,15,32,2комн.,65.33,8995700
3-110,3,16,32,2комн.,65.33,8999900
3-118,3,18,32,2комн.,69.36,9622700
3-125,3,19,32,2комн.,69.36,9627200
3-132,3,20,32,2комн.,69.36,9631700
3-139,3,21,32,2комн.,69.36,9636300
3-146,3,22,32,2комн.,69.36,9640800
3-148,3,23,32,2комн.,60.9,9644500
3-155,3,24,32,2комн.,60.9,9771200
3-162,3,25,32,2комн.,60.9,9897800
3-169,3,26,32,2комн.,60.9,10024500
3-154,3,23,32,2комн.,63.93,10124300
3-176,3,27,32,2комн.,60.9,10151200
3-161,3,24,32,2комн.,63.93,10257300
3-183,3,28,32,2комн.,60.9,10277800
3-168,3,25,32,2комн.,63.93,10390300
3-190,3,29,32,2комн.,60.9,10404500
3-175,3,26,32,2комн.,63.93,10523300
3-197,3,30,32,2комн.,60.9,10531200
3-182,3,27,32,2комн.,63.93,10656200
3-204,3,31,32,2комн.,60.9,10657900
3-189,3,28,32,2комн.,63.93,10789200
3-211,3,32,32,2комн.,60.9,10847900
3-196,3,29,32,2комн.,63.93,10922200
3-153,3,23,32,2комн.,69.36,10984300
3-203,3,30,32,2комн.,63.93,11055200
3-160,3,24,32,2комн.,69.36,11128500
3-210,3,31,32,2комн.,63.93,11188100
3-167,3,25,32,2комн.,69.36,11272800
3-217,3,32,32,2комн.,63.93,11387600
3-174,3,26,32,2комн.,69.36,11462200
3-7,3,3,32,3комн.,88.11,11523000
3-15,3,4,32,3комн.,88.11,11528800
3-23,3,5,32,3комн.,88.11,11534500
3-31,3,6,32,3комн.,88.11,11540200
3-39,3,7,32,3комн.,88.11,11545900
3-181,3,27,32,2комн.,69.36,11606400
3-71,3,11,32,3комн.,88.11,11689100
3-79,3,12,32,3комн.,88.11,11694800
3-87,3,13,32,3комн.,88.11,11700600
3-95,3,14,32,3комн.,88.11,11706300
3-103,3,15,32,3комн.,88.11,11712000
3-188,3,28,32,2комн.,69.36,11750700
3-2,3,3,32,3комн.,90.49,11834300
3-10,3,4,32,3комн.,90.49,11840200
3-18,3,5,32,3комн.,90.49,11846000
3-26,3,6,32,3комн.,90.49,11851900
3-34,3,7,32,3комн.,90.49,11857800
3-195,3,29,32,2комн.,69.36,11895000
3-66,3,11,32,3комн.,90.49,12004900
3-74,3,12,32,3комн.,90.49,12010700
3-82,3,13,32,3комн.,90.49,12016600
3-90,3,14,32,3комн.,90.49,12022500
3-98,3,15,32,3комн.,90.49,12028400
3-106,3,16,32,3комн.,90.49,12034300
3-202,3,30,32,2комн.,69.36,12039200
3-114,3,18,32,3комн.,90.49,12122500
3-121,3,19,32,3комн.,90.49,12128400
3-128,3,20,32,3комн.,90.49,12134300
3-142,3,22,32,3комн.,90.49,12146000
3-209,3,31,32,2комн.,69.36,12183500
3-216,3,32,32,2комн.,69.36,12399900
3-149,3,23,32,3комн.,90.49,13898800
3-156,3,24,32,3комн.,90.49,14087000
3-163,3,25,32,3комн.,90.49,14275200
3-170,3,26,32,3комн.,90.49,14522300
3-177,3,27,32,3комн.,90.49,14710500
3-184,3,28,32,3комн.,90.49,14898700
3-191,3,29,32,3комн.,90.49,15086900
3-198,3,30,32,3комн.,90.49,15275200
3-205,3,31,32,3комн.,90.49,15463400
3-212,3,32,32,3комн.,90.49,15745700
4-5,4,3,23,1комн.,40.66,5731400
4-13,4,4,23,1комн.,40.66,5734000
4-29,4,6,23,1комн.,40.66,5739300
4-53,4,9,23,1комн.,40.66,5747300
4-4,4,3,23,1комн.,40.81,5752500
4-28,4,6,23,1комн.,40.81,5760500
4-69,4,11,23,1комн.,40.66,5834500
4-77,4,12,23,1комн.,40.66,5837100
4-85,4,13,23,1комн.,40.66,5839800
4-93,4,14,23,1комн.,40.66,5842400
4-101,4,15,23,1комн.,40.66,5845000
4-109,4,16,23,1комн.,40.66,5847700
4-68,4,11,23,1комн.,40.81,5856000
4-76,4,12,23,1комн.,40.81,5858600
4-84,4,13,23,1комн.,40.81,5861300
4-92,4,14,23,1комн.,40.81,5863900
4-3,4,3,23,1комн.,41.61,5865300
4-100,4,15,23,1комн.,40.81,5866600
4-11,4,4,23,1комн.,41.61,5868000
4-108,4,16,23,1комн.,40.81,5869300
4-19,4,5,23,1комн.,41.61,5870700
4-116,4,17,23,1комн.,40.66,5884700
4-123,4,18,23,1комн.,40.66,5887300
4-130,4,19,23,1комн.,40.66,5890000
4-137,4,20,23,1комн.,40.66,5892600
4-144,4,21,23,1комн.,40.66,5895300
4-115,4,17,23,1комн.,40.81,5906400
4-122,4,18,23,1комн.,40.81,5909000
4-129,4,19,23,1комн.,40.81,5911700
4-136,4,20,23,1комн.,40.81,5914300
4-143,4,21,23,1комн.,40.81,5917000
4-151,4,22,23,1комн.,40.66,5937500
4-150,4,22,23,1комн.,40.81,5959400
4-67,4,11,23,1комн.,41.61,5970800
4-75,4,12,23,1комн.,41.61,5973500
4-83,4,13,23,1комн.,41.61,5976200
4-91,4,14,23,1комн.,41.61,5978900
4-99,4,15,23,1комн.,41.61,5981600
4-107,4,16,23,1комн.,41.61,5984300
4-114,4,17,23,1комн.,45.75,6621400
4-121,4,18,23,1комн.,45.75,6624300
4-128,4,19,23,1комн.,45.75,6627300
4-135,4,20,23,1комн.,45.75,6630300
4-142,4,21,23,1комн.,45.75,6633200
4-149,4,22,23,1комн.,45.75,6680800
4-106,4,16,23,1комн.,47.06,6768100
4-158,4,23,23,1комн.,40.66,6862600
4-157,4,23,23,1комн.,40.81,6887900
4-156,4,23,23,1комн.,45.75,7721600
4-8,4,3,23,2комн.,58.66,7951400
4-16,4,4,23,2комн.,58.66,7955200
4-24,4,5,23,2комн.,58.66,7959000
4-32,4,6,23,2комн.,58.66,7962900
4-56,4,9,23,2комн.,58.66,7974300
4-64,4,10,23,2комн.,58.66,8096300
4-72,4,11,23,2комн.,58.66,8100100
4-80,4,12,23,2комн.,58.66,8103900
4-88,4,13,23,2комн.,58.66,8107800
4-96,4,14,23,2комн.,58.66,8111600
