rowid,building,floor,height,rooms,square,price
3-174,3,26,32,2комн.,69.36,10894000
3-175,3,26,32,2комн.,63.93,10001600
3-176,3,27,32,2комн.,60.9,9648000
3-177,3,27,32,3комн.,90.49,13981300
3-178,3,27,32,1комн.,41.96,6889000
3-179,3,27,32,1комн.,40.88,6711700
3-18,3,5,32,3комн.,90.49,11258800
3-180,3,27,32,1комн.,40.73,6687100
3-181,3,27,32,2комн.,69.36,11031100
3-182,3,27,32,2комн.,63.93,10128000
3-183,3,28,32,2комн.,60.9,9768400
3-184,3,28,32,3комн.,90.49,14160200
3-185,3,28,32,1комн.,41.96,6972000
3-186,3,28,32,1комн.,40.88,6792500
3-187,3,28,32,1комн.,40.73,6767600
3-188,3,28,32,2комн.,69.36,11168200
3-189,3,28,32,2комн.,63.93,10254400
3-190,3,29,32,2комн.,60.9,9888800
3-191,3,29,32,3комн.,90.49,14339100
3-192,3,29,32,1комн.,41.96,7054900
3-193,3,29,32,1комн.,40.88,6873400
3-194,3,29,32,1комн.,40.73,6848100
3-195,3,29,32,2комн.,69.36,11305300
3-196,3,29,32,2комн.,63.93,10380800
3-197,3,30,32,2комн.,60.9,10009200
3-198,3,30,32,3комн.,90.49,14518000
3-199,3,30,32,1комн.,41.96,7137900
3-2,3,3,32,3комн.,90.49,11247700
3-20,3,5,32,1комн.,40.88,5481800
3-200,3,30,32,1комн.,40.88,6954200
3-201,3,30,32,1комн.,40.73,6928600
3-202,3,30,32,2комн.,69.36,11442500
3-203,3,30,32,2комн.,63.93,10507200
3-204,3,31,32,2комн.,60.9,10129600
3-205,3,31,32,3комн.,90.49,14696900
3-206,3,31,32,1комн.,41.96,7220800
3-207,3,31,32,1комн.,40.88,7035000
3-208,3,31,32,1комн.,40.73,7009200
3-209,3,31,32,2комн.,69.36,11579600
3-21,3,5,32,1комн.,40.73,5461700
3-210,3,31,32,2комн.,63.93,10633500
3-211,3,32,32,2комн.,60.9,10310100
3-212,3,32,32,3комн.,90.49,14965200
3-213,3,32,32,1комн.,41.96,7345300
3-214,3,32,32,1комн.,40.88,7156200
3-215,3,32,32,1комн.,40.73,7130000
3-216,3,32,32,2комн.,69.36,11785200
3-217,3,32,32,2комн.,63.93,10823100
3-23,3,5,32,3комн.,88.11,10962700
3-24,3,5,32,2комн.,58.58,7554200
3-25,3,6,32,2комн.,60.9,7857100
3-28,3,6,32,1комн.,40.88,5484300
3-29,3,6,32,1комн.,40.73,5464200
3-3,3,3,32,1комн.,41.96,5621400
3-30,3,6,32,2комн.,65.33,8428700
3-31,3,6,32,3комн.,88.11,10968200
3-32,3,6,32,2комн.,58.58,7557800
3-33,3,7,32,2комн.,60.9,7860900
3-34,3,7,32,3комн.,90.49,11270000
3-38,3,7,32,2комн.,65.33,8432700
3-39,3,7,32,3комн.,88.11,10973600
3-4,3,3,32,1комн.,40.88,5476800
3-41,3,8,32,2комн.,60.9,7864700
3-48,3,8,32,2комн.,58.58,7565100
3-49,3,9,32,2комн.,60.9,7868400
3-5,3,3,32,1комн.,40.73,5456700
3-52,3,9,32,1комн.,40.88,5491900
3-54,3,9,32,2комн.,65.33,8440800
3-57,3,10,32,2комн.,60.9,7951200
3-6,3,3,32,2комн.,65.33,8416600
3-64,3,10,32,2комн.,58.58,7648300
3-65,3,11,32,2комн.,60.9,7955000
3-66,3,11,32,3комн.,90.49,11409800
3-67,3,11,32,1комн.,41.96,5696600
3-68,3,11,32,1комн.,40.88,5550000
3-69,3,11,32,1комн.,40.73,5529600
3-7,3,3,32,3комн.,88.11,10951800
3-70,3,11,32,2комн.,65.33,8533600
3-71,3,11,32,3комн.,88.11,11109700
3-72,3,11,32,2комн.,58.58,7651900
3-73,3,12,32,2комн.,60.9,7958700
3-74,3,12,32,3комн.,90.49,11415400
3-75,3,12,32,1комн.,41.96,5699200
3-76,3,12,32,1комн.,40.88,5552500
3-77,3,12,32,1комн.,40.73,5532200
3-78,3,12,32,2комн.,65.33,8537700
3-79,3,12,32,3комн.,88.11,11115100
3-8,3,3,32,2комн.,58.58,7547000
3-80,3,12,32,2комн.,58.58,7655500
3-81,3,13,32,2комн.,60.9,7962500
3-82,3,13,32,3комн.,90.49,11421000
3-83,3,13,32,1комн.,41.96,5701800
3-84,3,13,32,1комн.,40.88,5555100
3-85,3,13,32,1комн.,40.73,5534700
3-86,3,13,32,2комн.,65.33,8541700
3-87,3,13,32,3комн.,88.11,11120600
3-88,3,13,32,2комн.,58.58,7659200
3-89,3,14,32,2комн.,60.9,7966200
3-9,3,4,32,2комн.,60.9,7849600
3-90,3,14,32,3комн.,90.49,11426500
3-91,3,14,32,1комн.,41.96,5704400
3-92,3,14,32,1комн.,40.88,5557600
3-93,3,14,32,1комн.,40.73,5537200
3-95,3,14,32,3комн.,88.11,11126000
3-96,3,14,32,2комн.,58.58,7662800
3-97,3,15,32,2комн.,60.9,7970000
3-98,3,15,32,3комн.,90.49,11432100
