rowid,building,floor,height,rooms,square,price
2-185,2,24,32,2комн.,63.24,10171200
2-256,2,32,32,1комн.,38.59,7376800
3-130,3,20,32,1комн.,40.88,6903700
3-186,3,28,32,1комн.,40.88,6843200
3-187,3,28,32,1комн.,40.73,6818000
3-97,3,15,32,2комн.,60.9,9404400
4-145,4,21,23,2комн.,65.34,10250700
4-49,4,9,23,2комн.,61.03,9141100
